,function,docstring,file_name,id,label
1,"protected void incrementHunger() {
        hungerLevel--;
        if (hungerLevel <= 0) {
            setDead();
         }
    }","Increments the hunger of the animal. If the hunger level is below '0', the animal dies.",Animal.java,392.0,3
2,"protected void giveBirth(List<Creature> newCreatures) {
        // New creatures are born into adjacent locations.
        // Get a list of adjacent free locations.
        Field field = getField();
        List<Location> adjacent = field.adjacentLocations(getLocation());
        Iterator<Location> it = adjacent.iterator();
        boolean alreadyHadKids=false;
        while (it.hasNext()) {
            Location where = it.next();
            Object creature = field.getObjectAt(where);
            if (this.getFemale() && this.isTheSame(creature)) {
                Animal sameAnimal = (Animal) creature;
                if (!sameAnimal.getFemale()&& !alreadyHadKids) {
                    List<Location> free = field.getFreeAdjacentLocations(getLocation());
                    int births = breed();
                    for (int b = 0; b < births && free.size() > 0; b++) {
                        Location loc = free.remove(0);
                        Creature young = this.getCreature(false, field, loc);
                        newCreatures.add(young);
                        alreadyHadKids=true;
                    }
                }
            }
        }
    }","Check whether or not this creature is to give birth at this step.
New births will be made into free adjacent locations.

@param newCreatures//A list to return newly born animals.",Animal.java,392.0,3
3,"protected boolean canBreed() {
        return this.getAge() >= breedingAge;
    }","An animal can breed if it has reached the breeding age.

@return true if the animal can breed, false otherwise.",Animal.java,392.0,3
4,"protected Boolean getFemale() {
        return this.isFemale;
    }","Returns whether an animal is a female or male.

@return isFemale true if female, false otherwise.",Animal.java,392.0,3
5,"protected int getMaxHungerLevel() {
        return this.maxHungerLevel;
    }","Returns the maximum hunger level of an animal.

@return maxHungerLevel",Animal.java,392.0,3
6,"protected int getHungerLevel() {
        return this.hungerLevel;
    }","Returns the current hunger level of an animal

@return hungerLevel",Animal.java,392.0,3
7,"protected void setHungerLevel(int hungerLevel) {
        this.hungerLevel = hungerLevel;
    }","Sets the hunger level of an animal to the given hunger level.

@param hungerLevel new hunger level of the animal",Animal.java,392.0,3
0,"public void act(List<Animal> newRabbits)
    {
        incrementAge();
        if(isAlive()) {
            giveBirth(newRabbits);            
            // Try to move into a free location.
            Location newLocation = getField().freeAdjacentLocation(getLocation());
            if(newLocation != null) {
                setLocation(newLocation);
            }
            else {
                // Overcrowding.
                setDead();
            }
        }
    }","This is what the rabbit does most of the time - it runs
around. Sometimes it will breed or die of old age.
@param newRabbits A list to return newly born rabbits.",Rabbit.java,94.0,3
1,"private void incrementAge()
    {
        age++;
        if(age > MAX_AGE) {
            setDead();
        }
    }","Increase the age.
This could result in the rabbit's death.",Rabbit.java,94.0,3
2,"private void giveBirth(List<Animal> newRabbits)
    {
        // New rabbits are born into adjacent locations.
        // Get a list of adjacent free locations.
        Field field = getField();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = breed();
        for(int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            Rabbit young = new Rabbit(false, field, loc);
            newRabbits.add(young);
        }
    }","Check whether or not this rabbit is to give birth at this step.
New births will be made into free adjacent locations.
@param newRabbits A list to return newly born rabbits.",Rabbit.java,94.0,3
3,"private int breed()
    {
        int births = 0;
        if(canBreed() && rand.nextDouble() <= BREEDING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.
@return The number of births (may be zero).",Rabbit.java,94.0,3
4,"private boolean canBreed()
    {
        return age >= BREEDING_AGE;
    }","A rabbit can breed if it has reached the breeding age.
@return true if the rabbit can breed, false otherwise.",Rabbit.java,94.0,3
0,"public boolean isFood(Object object) 
    {
        if (object instanceof Corn) {
            return true;
        }

        return false;
    }","Check wheather the parameter is food or not.

@return wheather the parameter is food or not.
@param object the object the mouse is going to eat.",Mouse.java,94.0,3
1,"public void act(List<Animal> newMice, boolean isDay, String weather)
    {
        SpreadDisease();
        
        weatherEffect(weather);
        
        incrementAge(MAX_AGE);
        incrementHunger();
        incrementThirsty();
        diseaseCauseDeath();
        if(isAlive()) {
            if(findMate()) {
                giveBirth(newMice);
            }
            Location newLocation = findFood();
            if(newLocation == null) {
                newLocation = getField().freeAdjacentLocation(getLocation());
            }
            if(newLocation != null) {
                setLocation(newLocation);
            }
            else {
                setDead();
            }
        }
    }","This is what the mouse does most of the time - it runs
around and eats the corns. Sometimes it will breed, die of hunder or old age or get disease.

@param newMice A list to return newly born mice.
@param isDay Indicate wheather it is a day or night.
@param weather The weather the mouse is in.",Mouse.java,94.0,3
2,"public int breed()
    {
        int births = 0;
        if (canBreed(BREEDING_AGE) && rand.nextDouble() <= NEW_BREEDING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.

@return The number of births (may be zero).",Mouse.java,94.0,3
3,"public void giveBirth(List<Animal> newMice)
    {
        // New mice are born into adjacent locations.
        // Get a list of adjacent free locations.
        Field field = getField();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = breed();
        for (int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            String gender = Randomizer.getRandomGender();
           
            boolean isSick = false;
            if (isSick())
            {
                isSick = Randomizer.getRandomIsSick();
            }
            Mouse young = new Mouse(false, field, loc, gender, isSick);
            newMice.add(young);
        }
    }","Check whether or not this mouse is to give birth at this step.
New births will be made into free adjacent locations.

@param newMice A list to return newly born mice.",Mouse.java,94.0,3
4,"public boolean isMate(Object object) 
    {
        boolean result = false;

        if (object instanceof Mouse) {
            Mouse mouse = (Mouse) object;
            
            if (mouse.isAlive() && mouse.canBreed(BREEDING_AGE)&& !(mouse.getGender().equals(this.getGender()))) {
                result = true;
            }
        }

        return  result;
    }","Check wheather the adjacent mouse can be a partner(mate).

@param object The adjacent object.
@return wheather or not the adjacent mouse can be a partner.",Mouse.java,94.0,3
5,"public void weatherEffect (String weather)
    {
        
        if (weather.equals(""Sunny"")){
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY;
        }
        else if (weather.equals(""Cloudy"")){
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY*0.9;
        }
        else if (weather.equals(""Rainy"")){
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY*0.8;
        }     
        else if (weather.equals(""Windy"")){
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY*0.85;
        }
    }","According to the weather, the mouse get effected on the breeding probability.

@param weather The string of weather.",Mouse.java,94.0,3
0,"public void act(List<Corn> newCorn, String weather)
    {
        incrementLifeTime();
        if(isAlive()) {
            weatherEffect(weather);
            giveBirth(newCorn);
        }
    }","This is what corn does most of the time - it grows and breed.
When it grows enough, it dies.

@param newCorn A list to return newly born corn.
@param weather The weather corn is in.",Corn.java,94.0,3
1,"public void giveBirth(List<Corn> newCorn) 
    {
        // New corn are born into adjacent locations.
        // Get a list of adjacent free locations.
        Field field = getField();
        List<Location> free = null;
        int births = breed();
        if (null != field) {
            free = field.getFreeAdjacentLocations(getLocation());
        }
        for (int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            Corn corn = new Corn(field, loc);
            newCorn.add(corn);
        }
    }","Check whether or not this corn is to give birth at this step.
New births will be made into free adjacent locations.

@param newCorn A list to return newly born corn.",Corn.java,94.0,3
2,"public int breed() 
    {
        int births = 0;
        if (rand.nextDouble() <= NEW_GROWING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.

@return The number of births (may be zero).",Corn.java,94.0,3
3,"public void weatherEffect (String weather)
    {
        if (weather.equals(""Sunny""))
        {
            NEW_GROWING_PROBABILITY = GROWING_PROBABILITY;
        }
        if (weather.equals(""Cloudy""))
        {
            NEW_GROWING_PROBABILITY = GROWING_PROBABILITY * 0.8;
        }
        if (weather.equals(""Rainy""))
        {
            NEW_GROWING_PROBABILITY = GROWING_PROBABILITY * 1.1;
        }
        if (weather.equals(""Windy""))
        {
            NEW_GROWING_PROBABILITY = GROWING_PROBABILITY * 0.9;
        }
    }","According to the weather, corn get effected on the breeding probability.

@param weather The string of weather.",Corn.java,94.0,3
4,"private void incrementLifeTime()
    {
        life++;
        if(life > MAX_LIFE) {
            setDead();
        }
    }",Increase the age of corn.,Corn.java,94.0,3
0,"public static Random getRandom()
    {
        if(useShared) {
            return rand;
        }
        else {
            return new Random();
        }
    }","Provide a random generator.
@return A random object.",Randomizer.java,94.0,3
1,"public static void reset()
    {
        if(useShared) {
            rand.setSeed(SEED);
        }
    }","Reset the randomization.
This will have no effect if randomization is not through
a shared Random generator.",Randomizer.java,94.0,3
2,"public static String getRandomGender() 
    {
        String gender;
        
        int randomInt = rand.nextInt(100);

        if (randomInt % 2 == 0) {
            gender = ""Male"";
        }
        else{
            gender = ""Female""; 
        }
        return gender;
    }",@return the random string of gender. (Male or Female),Randomizer.java,94.0,3
3,"public static boolean getRandomIsSick()
    {
       if (rand.nextInt(20) <= 2){
            return true;
       }
        else{
            return false;
       }
    }",@return the animal is sick or not randomly.,Randomizer.java,94.0,3
0,"public boolean isFood(Object object)
    {
        if (object instanceof Snake && rand.nextDouble()<= NEW_SNAKE_HUNT_PROBABILITY) {
            return true;
        }
        else if(object instanceof Chicken && rand.nextDouble()<= NEW_CHICKEN_HUNT_PROBABILITY) {
            return true;
        }
        
        return false;
    }","Check wheather the parameter is food or not.

@return wheather the parameter is food or not.
@param object the object the eagle is going to eat.",Eagle.java,94.0,3
1,"public void act(List<Animal> newEagles, boolean isDay, String weather)
    {
        // New eagles are born into adjacent locations.
        // Get a list of adjacent free locations.
        SpreadDisease();
        timeEffect(isDay);
        weatherEffect(weather);
        incrementAge(MAX_AGE);
        incrementHunger();
        incrementThirsty();
        diseaseCauseDeath();
        if(isAlive()) {
            if(findMate()) {
                giveBirth(newEagles);
            }
            Location newLocation = findFood();
            if(newLocation == null) {
                newLocation = getField().freeAdjacentLocation(getLocation());
            }
            if(newLocation != null) {
                setLocation(newLocation);
            }
            else {
                setDead();
            }
        }
    }","This is what the ealge does most of the time - it hunts
for either snake or chicken. In the process, it might breed, die of hunger, disease or old age.

@param newEagles A list to return newly born eagles.
@param isDay Indicate wheather it is a day or night.
@param weather The weather the eagle is in.",Eagle.java,94.0,3
2,"public int breed()
    {
        int births = 0;
        if (canBreed(BREEDING_AGE) && rand.nextDouble() <= NEW_BREEDING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.

@return The number of births (may be zero).",Eagle.java,94.0,3
3,"public void giveBirth(List<Animal> newEagles)
    {
        Field field = getField();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = breed();
        for (int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            String gender = Randomizer.getRandomGender();
           
            boolean isSick =false;
            if (isSick()){
                isSick = Randomizer.getRandomIsSick();
            }
            Eagle young = new Eagle(false, field, loc, gender, isSick);
            newEagles.add(young);
        }
    }","Check whether or not this eagle is to give birth at this step.
New births will be made into free adjacent locations.

@param newEagles A list to return newly born eagles.",Eagle.java,94.0,3
4,"public boolean isMate(Object object)
    {
        boolean result = false;

        if (object instanceof Eagle) {
            Eagle eagle = (Eagle) object;
            
            if (eagle.isAlive() && eagle.canBreed(BREEDING_AGE) && !(eagle.getGender().equals(this.getGender()))) {
                result = true;
            }
        }
        
        return  result;
    }","Check wheather the adjacent eagle can be a partner(mate).

@param object The adjacent object.
@return wheather or not the adjacent eagle can be a partner.",Eagle.java,94.0,3
5,"public void weatherEffect (String weather)
    {
        if (weather.equals(""Sunny"")) {
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY;
        }
        else if (weather.equals(""Cloudy"")) {
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY*0.9;
        }
        else if (weather.equals(""Rainy"")) {
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY*0.8;
        }     
        else if (weather.equals(""Windy"")) {
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY*0.85;
        }
    }","According to the weather, the ealge get effected on the breeding probability.

@param weather The string of weather.",Eagle.java,94.0,3
6,"public void timeEffect (boolean isDay)
    {
        if(isDay) {
            NEW_SNAKE_HUNT_PROBABILITY = SNAKE_HUNT_PROBABILITY*0.9;
            NEW_CHICKEN_HUNT_PROBABILITY = CHICKEN_HUNT_PROBABILITY*0.9;
        }
        else if(!isDay) {
            NEW_SNAKE_HUNT_PROBABILITY = SNAKE_HUNT_PROBABILITY*1.1;
            NEW_CHICKEN_HUNT_PROBABILITY = CHICKEN_HUNT_PROBABILITY*1.1;
        }
    }","If it is during the day, the probability of hunting increased.
or it is decreased.

@param isDay Indicate wheather it is during the day or not.",Eagle.java,94.0,3
0,"public boolean isFood(Object object)
    {
        if (object instanceof Cat && rand.nextDouble()<= NEW_CAT_HUNT_PROBABILITY) {
            return true;
        }
        else if(object instanceof Chicken && rand.nextDouble()<= NEW_CHICKEN_HUNT_PROBABILITY) {
            return true;
        }
        
        return false;
    }","Check wheather the parameter is food or not.

@return wheather the parameter is food or not.
@param object the object the snake is going to eat.",Snake.java,94.0,3
1,"public void act(List<Animal> newSnakes, boolean isDay, String weather)
    {
        // New snakes are born into adjacent locations.
        // Get a list of adjacent free locations.
        SpreadDisease(); 
        timeEffect(isDay);
        weatherEffect(weather);
        incrementAge(MAX_AGE);
        incrementHunger();
        incrementThirsty();
        diseaseCauseDeath();
        if(isAlive()) {
            if(findMate()) {
                giveBirth(newSnakes);
            }
            Location newLocation = findFood();
            if(newLocation == null) {
                newLocation = getField().freeAdjacentLocation(getLocation());
            }
            if(newLocation != null) {
                setLocation(newLocation);
            }
            else {
                setDead();
            }
        }
    }","This is what the snake does most of the time - it hunts
for either chicken or cat. In the process, it might breed, die of hunger, disease or old age.

@param newSnakes A list to return newly born snakes.
@param isDay Indicate wheather it is a day or night.
@param weather The weather the snake is in.",Snake.java,94.0,3
2,"public int breed()
    {
        int births = 0;
        if (canBreed(BREEDING_AGE) && rand.nextDouble() <= NEW_BREEDING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.

@return The number of births (may be zero).",Snake.java,94.0,3
3,"public void giveBirth(List<Animal> newSnakes)
    {
        Field field = getField();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = breed();
        for (int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            String gender = Randomizer.getRandomGender();
           
            boolean isSick =false;
            if (isSick()){
                isSick = Randomizer.getRandomIsSick();
            }
            Snake young = new Snake(false, field, loc, gender, isSick);
            newSnakes.add(young);
        }
    }","Check whether or not this snake is to give birth at this step.
New births will be made into free adjacent locations.

@param newSnakes A list to return newly born snakes.",Snake.java,94.0,3
4,"public boolean isMate(Object object)
    {
        boolean result = false;

        if (object instanceof Snake) {
            Snake snake = (Snake) object;
            
            if (snake.isAlive() && snake.canBreed(BREEDING_AGE) && !(snake.getGender().equals(this.getGender()))) {
                result = true;
            }
        }

        return  result;
    }","Check wheather the adjacent snake can be a partner(mate).

@param object The adjacent object.
@return wheather or not the adjacent snake can be a partner.",Snake.java,94.0,3
5,"public void weatherEffect (String weather)
    {
        if (weather.equals(""Sunny"")) {
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY;
        }
        else if (weather.equals(""Cloudy"")) {
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY*0.9;
        }
        else if (weather.equals(""Rainy"")) {
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY*0.8;
        }     
        else if (weather.equals(""Windy"")) {
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY*0.85;
        }
    }","According to the weather, the snake get effected on the breeding probability.

@param weather The string of weather.",Snake.java,94.0,3
6,"public void timeEffect (boolean isDay)
    {
        if(isDay) {
            NEW_CAT_HUNT_PROBABILITY = CAT_HUNT_PROBABILITY*0.9;
            NEW_CHICKEN_HUNT_PROBABILITY = CHICKEN_HUNT_PROBABILITY*0.9;
        }
        else if(!isDay) {
            NEW_CAT_HUNT_PROBABILITY = CAT_HUNT_PROBABILITY*1.1;
            NEW_CHICKEN_HUNT_PROBABILITY = CHICKEN_HUNT_PROBABILITY*1.1;
        }
    }","If it is during the day, the probability of hunting increased.
or it is decreased.

@param isDay Indicate wheather it is during the day or not.",Snake.java,94.0,3
0,"public static String getRandomWeather()
    {
        weather = weathers.get(rand.nextInt(weathers.size() - 1));
        return weather;
    }",@return random string of weather.,Weather.java,94.0,3
0,"public void act(List<Water> newWater)
    {
        turnDirty();
    }","This is what water do most of the time - it appears and gets dirty.
if it left over some days, it rots.

@param newWater A list to return newly born corn.",Water.java,94.0,3
1,"private void turnDirty()
    {
        dirtyLevel++;
        if(dirtyLevel > MAX_DIRTY_LEVEL){
            setDead();
        }
    }","The water get dirty. If it left over some days, it rots(dies).",Water.java,94.0,3
0,"public String getName()
    {
        return name;
    }",@return The short description of this type.,Counter.java,94.0,3
1,"public int getCount()
    {
        return count;
    }",@return The current count for this type.,Counter.java,94.0,3
2,"public void increment()
    {
        count++;
    }",Increment the current count by one.,Counter.java,94.0,3
3,"public void reset()
    {
        count = 0;
    }",Reset the current count to zero.,Counter.java,94.0,3
0,"public void setColor(Class animalClass, Color color)
    {
        colors.put(animalClass, color);
    }","Define a color to be used for a given class of species.

@param animalClass The animal's Class object.
@param color The color to be used for the given class.",SimulatorView.java,94.0,3
1,"public void setInfoText(String text)
    {
        infoLabel.setText(text);
    }",Display a short information label at the top of the window.,SimulatorView.java,94.0,3
2,"private Color getColor(Class animalClass)
    {
        Color col = colors.get(animalClass);
        if(col == null) {
            // no color defined for this class
            return UNKNOWN_COLOR;
        }
        else {
            return col;
        }
    }",@return The color to be used for a given class of animal.,SimulatorView.java,94.0,3
3,"public void showStatus(int step, Field field,String weather, boolean isDay)
    {
        if(!isVisible()) {
            setVisible(true);
        }
        
        stepLabel.setText(STEP_PREFIX + step);
        this.weather.setText(WEATHER_PREFIX + weather);
        stats.reset();
        
        fieldView.preparePaint();

        for(int row = 0; row < field.getDepth(); row++) {
            for(int col = 0; col < field.getWidth(); col++) {
                Object animal = field.getObjectAt(row, col);
                if(animal != null) {
                    stats.incrementCount(animal.getClass());
                    fieldView.drawMark(col, row, getColor(animal.getClass()));
                }
                else {
                    fieldView.drawMark(col, row, EMPTY_COLOR);
                }
            }
        }
        stats.countFinished();

        population.setText(POPULATION_PREFIX + stats.getPopulationDetails(field));
        fieldView.repaint();
    }","Show the current status of the field.
@param step Which iteration step it is.
@param field The field whose status is to be displayed.",SimulatorView.java,94.0,3
4,"public boolean isViable(Field field)
    {
        return stats.isViable(field);
    }","Determine whether the simulation should continue to run.
@return true If there is more than one species alive.",SimulatorView.java,94.0,3
0,"public void runLongSimulation()
    {
        simulate(4000);
    }","Run the simulation from its current state for a reasonably long period,
(4000 steps).",Simulator.java,94.0,3
1,"public void simulate(int numSteps)
    {
        for(int step = 1; step <= numSteps && view.isViable(field); step++) {
            simulateOneStep();
            //delay(60);   // comment this to run more fast.
        }
    }","Run the simulation from its current state for the given number of steps.
Stop before the given number of steps if it ceases to be viable.

@param numSteps The number of steps to run for.",Simulator.java,94.0,3
2,"public void simulateOneStep()
    {
        step++;

        // Provide space for newborn animals and plants.
        List<Corn> newCorns = new ArrayList<>();       
        List<Animal> newAnimals = new ArrayList<>();     
        List<Water> newWater = new ArrayList<>();  
        // Let all animals and plants act.
        if (step % 5 == 0)
        {
            isDay = !isDay;
        }
        if (step % 10 == 0)
        {
            currentWeather = weather.getRandomWeather();
        }
        
        for(Iterator<Species> it = species.iterator(); it.hasNext(); ) {
            Species species = it.next();
            Animal animal = null;
            
            if (species instanceof Animal) {
                animal = (Animal) species;

                if (!animal.isAlive()) {
                    it.remove();

                } 
                else {
                    animal.act(newAnimals, isDay, currentWeather);
                }

            }
            if (species instanceof Corn) {
                Corn corn = (Corn) species;
                if (!corn.isAlive()) {
                    it.remove();

                } 
                else {
                    corn.act(newCorns, currentWeather);
                }
            }
            if (species instanceof Water) {
                Water water = (Water) species;
                if (!water.isAlive()) {
                    it.remove();

                } 
                else {
                    water.act(newWater);
                }
            }
        }
               
        // Add the newly born animals and plants to the main lists.
        this.createCorn();
        this.createWater();
        species.addAll(newAnimals);
        species.addAll(newCorns);
        species.addAll(newWater);
        view.showStatus(step,field,currentWeather,isDay);
    }","Run the simulation from its current state for a single step.
Iterate over the whole field updating the state of each species.",Simulator.java,94.0,3
3,"public void reset()
    {
        step = 0;
        species.clear();
        populate();
        
        // Show the starting state in the view.
        view.showStatus(step,field,currentWeather,isDay);
    }",Reset the simulation to a starting position.,Simulator.java,94.0,3
4,"private void populate()
    {
        Random rand = Randomizer.getRandom();
        field.clear();
        for(int row = 0; row < field.getDepth(); row++) {
            for(int col = 0; col < field.getWidth(); col++) {
                if(rand.nextDouble() <= CAT_CREATION_PROBABILITY) {
                    Location location = new Location(row, col);
                    Cat cat = new Cat(true, field, location,Randomizer.getRandomGender(),Randomizer.getRandomIsSick());
                    species.add(cat);
                }
                else if(rand.nextDouble() <= MOUSE_CREATION_PROBABILITY) {
                    Location location = new Location(row, col);
                    Mouse mouse = new Mouse(true, field, location,Randomizer.getRandomGender(),Randomizer.getRandomIsSick());
                    species.add(mouse);
                }
                
                else if(rand.nextDouble() <= CHICKEN_CREATION_PROBABILITY) {
                    Location location = new Location(row, col);
                    Chicken chicken = new Chicken(true, field, location,Randomizer.getRandomGender(),Randomizer.getRandomIsSick());
                    species.add(chicken);
                }
                
                else if(rand.nextDouble() <= SNAKE_CREATION_PROBABILITY) {
                    Location location = new Location(row, col);
                    Snake snake = new Snake(true, field, location,Randomizer.getRandomGender(),Randomizer.getRandomIsSick());
                    species.add(snake);
                }
                else if(rand.nextDouble() <= EAGLE_CREATION_PROBABILITY) {
                    Location location = new Location(row, col);
                    Eagle eagle = new Eagle(true, field, location,Randomizer.getRandomGender(),Randomizer.getRandomIsSick());
                    species.add(eagle);
                }
                else if(rand.nextDouble() <= CORN_CREATION_PROBABILITY) {
                    Location location = new Location(row, col);
                    Corn corn= new Corn( field, location);
                    species.add(corn);
                }
                else if(rand.nextDouble() <= WATER_CREATION_PROBABILITY) {
                    Location location = new Location(row, col);
                    Water water= new Water( field, location);
                    species.add(water);
                }
                // else leave the location empty.
            }
        }
    }",Randomly populate the field with all animals and plants.,Simulator.java,94.0,3
5,"private void delay(int millisec)
    {
        try {
            Thread.sleep(millisec);
        }
        catch (InterruptedException ie) {
            // wake up
        }
    }","Pause for a given time.
@param millisec  The time to pause for, in milliseconds",Simulator.java,94.0,3
6,"private void createCorn() 
    {
        Random rand = Randomizer.getRandom();
        for (int row = 0; row < field.getDepth(); row++) {
            for (int col = 0; col < field.getWidth(); col++) {
                Location location = new Location(row, col);
                Species species = null;
                if (rand.nextDouble() <= CORN_CREATION_PROBABILITY_EACH_STEP) {

                    species = new Corn(field, location);
                    this.species.add(species);
                }
            }
        }
    }",Create corn randomly in the simulation.,Simulator.java,94.0,3
7,"private void createWater() 
    {
        Random rand = Randomizer.getRandom();
        for (int row = 0; row < field.getDepth(); row++) {
            for (int col = 0; col < field.getWidth(); col++) {
                Location location = new Location(row, col);
                Species species = null;
                if (rand.nextDouble() <= WATER_CREATION_PROBABILITY_EACH_STEP) {

                    species = new Water(field, location);
                    this.species.add(species);
                }
            }
        }
    }",Create water randomly in the simulation.,Simulator.java,94.0,3
0,"public String getPopulationDetails(Field field)
    {
        StringBuffer buffer = new StringBuffer();
        if(!countsValid) {
            generateCounts(field);
        }
        for(Class key : counters.keySet()) {
            Counter info = counters.get(key);
            buffer.append(info.getName());
            buffer.append("": "");
            buffer.append(info.getCount());
            buffer.append(' ');
        }
        return buffer.toString();
    }","Get details of what is in the field.
@return A string describing what is in the field.",FieldStats.java,94.0,3
1,"public void reset()
    {
        countsValid = false;
        for(Class key : counters.keySet()) {
            Counter count = counters.get(key);
            count.reset();
        }
    }","Invalidate the current set of statistics; reset all
counts to zero.",FieldStats.java,94.0,3
2,"public void incrementCount(Class animalClass)
    {
        Counter count = counters.get(animalClass);
        if(count == null) {
            // We do not have a counter for this species yet.
            // Create one.
            count = new Counter(animalClass.getName());
            counters.put(animalClass, count);
        }
        count.increment();
    }","Increment the count for one class of animal.
@param animalClass The class of animal to increment.",FieldStats.java,94.0,3
3,"public void countFinished()
    {
        countsValid = true;
    }",Indicate that an animal count has been completed.,FieldStats.java,94.0,3
4,"public boolean isViable(Field field)
    {
        // How many counts are non-zero.
        int nonZero = 0;
        if(!countsValid) {
            generateCounts(field);
        }
        for(Class key : counters.keySet()) {
            Counter info = counters.get(key);
            if(info.getCount() > 0) {
                nonZero++;
            }
        }
        return nonZero > 1;
    }","Determine whether the simulation is still viable.
I.e., should it continue to run.
@return true If there is more than one species alive.",FieldStats.java,94.0,3
5,"private void generateCounts(Field field)
    {
        reset();
        for(int row = 0; row < field.getDepth(); row++) {
            for(int col = 0; col < field.getWidth(); col++) {
                Object animal = field.getObjectAt(row, col);
                if(animal != null) {
                    incrementCount(animal.getClass());
                }
            }
        }
        countsValid = true;
    }","Generate counts of the number of foxes and rabbits.
These are not kept up to date as foxes and rabbits
are placed in the field, but only when a request
is made for the information.
@param field The field to generate the stats for.",FieldStats.java,94.0,3
0,"public boolean isFood(Object object) 
    {
        if (object instanceof Mouse && rand.nextDouble()<= NEW_MOUSE_HUNT_PROBABILITY) {
            return true;
        }
        
        return false;
    }","Check wheather the parameter is food or not.

@return wheather the parameter is food or not.
@param object the object the cat is going to eat.",Cat.java,94.0,3
1,"public void act(List<Animal> newCats, boolean isDay, String weather)
    {
        // New cats are born into adjacent locations.
        // Get a list of adjacent free locations.
        SpreadDisease();
        timeEffect(isDay);
        weatherEffect(weather);
        incrementAge(MAX_AGE);
        incrementHunger();
        incrementThirsty();
        diseaseCauseDeath();
        if(isAlive()) {
            if(findMate()) {
                giveBirth(newCats);
            }
            Location newLocation = findFood();
            if(newLocation == null) {
                newLocation = getField().freeAdjacentLocation(getLocation());
            }
            if(newLocation != null) {
                setLocation(newLocation);
            }
            else {
                setDead();
            }
        }
    }","This is what the cat does most of the time - it hunts
for mouse. In the process, it might breed, die of hunger, disease or old age.

@param newCats A list to return newly born cats.
@param isDay Indicate wheather it is a day or night.
@param weather The weather the cat is in.",Cat.java,94.0,3
2,"public int breed() 
    {
        int births = 0;
        if (canBreed(BREEDING_AGE) && rand.nextDouble() <= NEW_BREEDING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.

@return The number of births (may be zero).",Cat.java,94.0,3
3,"public void giveBirth(List<Animal> newCats) 
    {
        Field field = getField();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = breed();
        for (int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            String gender = Randomizer.getRandomGender();
           
            boolean isSick =false;
            if (isSick()) {
                isSick = Randomizer.getRandomIsSick();
            }
            Cat young = new Cat(false, field, loc, gender, isSick);
            newCats.add(young);
        }
    }","Check whether or not this cat is to give birth at this step.
New births will be made into free adjacent locations.

@param newCats A list to return newly born cats.",Cat.java,94.0,3
4,"public boolean isMate(Object object) 
    {
        boolean result = false;

        if (object instanceof Cat) {
            Cat cat = (Cat) object;
            
            if (cat.isAlive() && cat.canBreed(BREEDING_AGE) && !(cat.getGender().equals(this.getGender()))) {
                result = true;
            }
        }
        
        return  result;
    }","Check wheather the adjacent cat can be a partner(mate).

@param object The adjacent object.
@return wheather or not the adjacent cat can be a partner.",Cat.java,94.0,3
