label,text
1,"Extracts the HTML headers (h1-h6 tags) from an HTML page.

@param html
@return[SEP]public static Map<String, List<String>> extractHTMLheaders(String html) {
        Map<String, List<String>> hxtagsMap = new HashMap<>();
        for(int i=1;i<=6;++i) {
            hxtagsMap.put(""H""+i, new ArrayList<>());
        }
                
        Matcher m = HX_PATTERN.matcher(html);
        while (m.find()) {
            if(m.groupCount()==2) {
                String tagType = m.group(1).toUpperCase(Locale.ENGLISH);
                String content = m.group(2);
                hxtagsMap.get(tagType).add(clear(content));
            }
        }
        return hxtagsMap;
    }"
1,"Returns the probability of k of a specific number of tries n and probability p

@param k
@param p
@param n
@return[SEP]public static double binomial(int k, double p, int n) {
        if(k<0 ||  p<0 || n<1) {
            throw new IllegalArgumentException(""All the parameters must be positive and n larger than 1."");
        }
        
        k = Math.min(k, n); 
        
        /*
        //Slow and can't handle large numbers
        $probability=StatsUtilities::combination($n,$k)*pow($p,$k)*pow(1-$p,$n-$k);
        */

        //fast and can handle large numbers
        //Cdf(k)-Cdf(k-1)
        double probability = approxBinomialCdf(k,p,n); 
        if(k>0) {
            probability -= approxBinomialCdf(k-1,p,n);
        }
        
        return probability;
    }"
1,"Returns the permutations of a collection.
Ported from:
http://stackoverflow.com/questions/10503392/java-code-for-permutations-of-a-list-of-numbers

@param <T>
@param elements
@return[SEP]public static <T> Collection<List<T>> permutations(Collection<T> elements) {
        Collection<List<T>> result = new ArrayList<>();
        if (elements.isEmpty()) {
            result.add(new LinkedList<>());
            return result;
        }

        List<T> rest = new LinkedList<>(elements);
        T head = rest.remove(0);
        for (List<T> permutations : permutations(rest)) {
            List<List<T>> subLists = new ArrayList<>();
            for (int i = 0; i <= permutations.size(); i++) {
                List<T> subList = new ArrayList<>();
                subList.addAll(permutations);
                subList.add(i, head);
                subLists.add(subList);
            }
            result.addAll(subLists);
        }
        return result;
    }"
0,"Returns the Pvalue for a particular score

@param score
@param n
@param p
@return[SEP]private static double scoreToPvalue(double score, int n, double p) {
        /*
        if(n<=20) {
            //calculate it from binomial distribution
        }
        */

        double z=(score+0.5-n*p)/Math.sqrt(n*p*(1.0-p));

        return ContinuousDistributions.gaussCdf(z);
    }"
0,"Returns the number of words with more than three syllables.

@param   strText                  Text to be measured
@return[SEP]private static int wordsWithThreeSyllables(String strText) {
        int intLongWordCount = 0;
        
        List<String> arrWords = (new WhitespaceTokenizer()).tokenize(strText);
        int intWordCount = arrWords.size();
        for (int i = 0; i < intWordCount; ++i) {
            if(syllableCount(arrWords.get(i)) > 2) {
                ++intLongWordCount; //it also counts the proper nouns which should be excluded for Fog index, but this is not a major issue
            }
        }
        
        return intLongWordCount;
    }"
1,"Extracts the main content for an HTML page.

@param html
@param parameters
@return[SEP]public String extract(String html, CETR.Parameters parameters) {
        html = clearText(html); //preprocess the Document by removing irrelevant HTML tags and empty lines and break the document to its lines
        List<String> rows = extractRows(html); //
        
        List<Integer> selectedRowIds = selectRows(rows, parameters);
        
        StringBuilder sb = new StringBuilder(html.length());
        for(Integer rowId : selectedRowIds) {
            String row = rows.get(rowId);
            
            //extract the clear text from the selected row
            row = StringCleaner.removeExtraSpaces(HTMLParser.extractText(row));
            if(row.isEmpty()) {
                continue;
            }
            sb.append(row).append("" "");
        }
        
        return sb.toString().trim();
    }"
1,"The CheckBox check function It invokes selenium session to handle the check action against the element.[SEP]public void check() {
        getDispatcher().beforeCheck(this);
        
        RemoteWebElement e = (RemoteWebElement) getElement();
        while (!e.isSelected()) {
            e.click();
        }
        if (Config.getBoolConfigProperty(ConfigProperty.ENABLE_GUI_LOGGING)) {
            logUIAction(UIActions.CHECKED);
        }
        
        getDispatcher().afterCheck(this);
    }"
1,"Gets the PID for the SeLion-Grid (main) process

@return the PID as an int
@throws ProcessHandlerException[SEP]protected int getCurrentProcessID() throws ProcessHandlerException {
        int pid;
        // Not ideal but using JNA failed on RHEL5.
        RuntimeMXBean runtime = ManagementFactory.getRuntimeMXBean();
        Field jvm = null;
        try {
            jvm = runtime.getClass().getDeclaredField(""jvm"");
            jvm.setAccessible(true);
            VMManagement mgmt = (VMManagement) jvm.get(runtime);
            Method pid_method = mgmt.getClass().getDeclaredMethod(""getProcessId"");
            pid_method.setAccessible(true);
            pid = (Integer) pid_method.invoke(mgmt);
        } catch (NoSuchFieldException | NoSuchMethodException | IllegalAccessException | InvocationTargetException e) {
            throw new ProcessHandlerException(e);
        }
        return pid;
    }"
1,"Untick a checkbox in a cell of a table indicated by the input row and column indices.

@param row
int number of row for cell
@param column
int number of column for cell[SEP]public void uncheckCheckboxInCell(int row, int column) {
        String checkboxLocator = getXPathBase() + ""tr["" + row + ""]/td["" + column + ""]/input"";
        CheckBox cb = new CheckBox(checkboxLocator);
        cb.uncheck();
    }"
1,"Gets IP address type[SEP]public static IPAddressType getAddressType(String ipAddress)
    {
    	if(IPAddressUtil.isIPv4LiteralAddress(ipAddress))
    		return IPAddressType.IPV4;
    	
    	if(IPAddressUtil.isIPv6LiteralAddress(ipAddress))
    		return IPAddressType.IPV6;
    	
    	return IPAddressType.INVALID;
    }"
0,"Sets the priority of the event.
@param priority the priority (""0"" is undefined, ""1"" is the highest, ""9""
is the lowest) or null to remove
@return the property that was created
@see <a href=""http://tools.ietf.org/html/rfc5545#page-89"">RFC 5545
p.89-90</a>
@see <a href=""http://tools.ietf.org/html/rfc2445#page-85"">RFC 2445
p.85-7</a>
@see <a href=""http://www.imc.org/pdi/vcal-10.doc"">vCal 1.0 p.33</a>[SEP]public Priority setPriority(Integer priority) {
		Priority prop = (priority == null) ? null : new Priority(priority);
		setPriority(prop);
		return prop;
	}"
0,"Helper for getting epoch {@link DateTime} object

@return {@link DateTime} representing epoch[SEP]public static DateTime epoch() {
		 MutableDateTime epoch = new MutableDateTime();
		 
	     epoch.setDate(0); 
	     epoch.setTime(0);
	        
	     return epoch.toDateTime();
	}"
0,"Create a new <em>location</em> object from the given {@code latitude}
and {@code longitude}.

@param latitude the latitude of the location, maybe {@code null}
@param longitude the longitude of the location, maybe {@code null}
@return a new location object from the given input data[SEP]public static Location of(final Latitude latitude, final Longitude longitude) {
		return new Location(latitude, longitude, null);
	}"
1,"Writes the CSV data located in {@code csvData} to the file located at
{@code fileName}.

@param csvData the CSV data including the header
@param fileName the file to write the CSV data to
@throws IOException if there was an error writing to the file
@throws NullPointerException if {@code csvData == null} or {@code fileName == null}[SEP]public static void writeCsv(List<String[]> csvData, String fileName) throws IOException {
    Preconditions.checkNotNull(csvData, ""Null CSV data"");
    Preconditions.checkNotNull(fileName, ""Null file name"");

    CSVWriter writer = null;
    try {
      writer = new CSVWriter(Files.newWriter(new File(fileName), StandardCharsets.UTF_8));
      for (String[] line : csvData) {
        writer.writeNext(line);
      }
    } finally {
      if (writer != null) {
        writer.close();
      }
    }
  }"
1,"<p>Reverses a String as per {@link StringBuffer#reverse()}.</p>

<p>A <code>null</code> String returns <code>null</code>.</p>

<pre>
GosuStringUtil.reverse(null)  = null
GosuStringUtil.reverse("""")    = """"
GosuStringUtil.reverse(""bat"") = ""tab""
</pre>

@param str  the String to reverse, may be null
@return the reversed String, <code>null</code> if null String input[SEP]public static String reverse(String str) {
      if (str == null) {
          return null;
      }
      return new StringBuffer(str).reverse().toString();
  }"
0,"Replaces multiple subsequent slashes with one slash. E.g. ////a//path//
will becaome /a/path/

@param target target sring to be replaced
@return a string where the subsequent slashes are replaced with one slash[SEP]static String replaceSlashes(final String target) {
		String replaced = target;
		if (replaced != null) {
			replaced = replaced.replaceAll(""/+"", ""/"");
		}
		return replaced;
	}"
0,"Search for entries around a given latitude/longitude.

@param radius set the maximum distance in meters. Note: at indexing, geoloc
of an object should be set with _geoloc attribute containing
lat and lng attributes (for example
{""_geoloc"":{""lat"":48.853409, ""lng"":2.348800}})[SEP]public Query aroundLatitudeLongitude(float latitude, float longitude, int radius) {
    aroundLatLong = ""aroundLatLng="" + latitude + "","" + longitude;
    aroundRadius = radius;
    return this;
  }"
0,"Record an error with extra information attached.

@param error  the error.
@param custom the extra information.[SEP]public void error(Throwable error, Map<String, Object> custom) {
    error(error, custom, null);
  }"
0,"Returns the dimension number corresponding to the term at the end of the
provided path.

@param path a path whose end represents a semantic connection

@return the dimension for the occurrence of the last word in the path[SEP]public int getDimension(DependencyPath path) {
        String endToken = path.last().word();

        // Extract out how the current word is related to the last word in the
        // path.  
        String relation = path.getRelation(path.length() - 1);
        return getDimensionInternal(endToken + ""+"" + relation);
    }"
1,"Creates an {@code TernaryVector} with the provided length.

@param length the length of the index vector

@return an index vector[SEP]public TernaryVector generate() {
        HashSet<Integer> pos = new HashSet<Integer>();
        HashSet<Integer> neg = new HashSet<Integer>();
        
        // Randomly decide how many bits to set in the index vector based on the
        // variance.
        int bitsToSet = numVectorValues +
            (int)(RANDOM.nextDouble() * variance *
                  ((RANDOM.nextDouble() > .5) ? 1 : -1));

        for (int i = 0; i < bitsToSet; ++i) {
            boolean picked = false;
            // loop to ensure we actually pick the full number of bits
            while (!picked) {
                // pick some random index
                int index = RANDOM.nextInt(indexVectorLength);
                    
                // check that we haven't already added this index
                if (pos.contains(index) || neg.contains(index))
                    continue;
                    
                // decide positive or negative
                ((RANDOM.nextDouble() > .5) ? pos : neg).add(index);
                picked = true;
            }
        }
            
        int[] positive = new int[pos.size()];
        int[] negative = new int[neg.size()];

        Iterator<Integer> it = pos.iterator();
        for (int i = 0; i < positive.length; ++i) 
            positive[i] = it.next();

        it = neg.iterator();
        for (int i = 0; i < negative.length; ++i) 
            negative[i] = it.next();                

        // sort so we can use a binary search in getValue()
        Arrays.sort(positive);
        Arrays.sort(negative);
        return new TernaryVector(indexVectorLength, positive, negative);
    }"
0,"getDateStringOrSuppliedString, This returns the last valid date in an ISO-8601 formatted
string ""uuuu-MM-dd"". For any CE years that are between 0 and 9999 inclusive, the output will
have a fixed length of 10 characters. Years before or after that range will output longer
strings. If the last valid date is empty, this will return the value of emptyDateString.[SEP]public String getDateStringOrSuppliedString(String emptyDateString) {
        LocalDate date = getDate();
        return (date == null) ? emptyDateString : date.toString();
    }"
0,"Hides the option if set to <code>true</code>.<br>
<br>
Defaults to <code>false</code>.

@param hidden[SEP]public void setHidden(final boolean hidden) {
        if (hidden)
            attrMixin.setAttribute(HIDDEN, Boolean.toString(true));
        else
            attrMixin.removeAttribute(HIDDEN);
    }"
0,"Set current value as Json Array You can also skip this call Arrays can be
create automatically.[SEP]@SuppressWarnings(""unchecked"")
	public JSONNavi<T> array() {
		if (failure)
			return this;
		if (current == null && readonly)
			failure(""Can not create Array child in readonly"", null);
		if (current != null) {
			if (isArray())
				return this;
			if (isObject())
				failure(""can not use Object feature on Array."", null);
			failure(""Can not use current possition as Object"", null);
		} else {
			current = mapper.createArray();
		}
		if (root == null)
			root = (T) current;
		else
			store();
		return this;
	}"
1,"HTTP POST Request with Interface implementation of ApiParams and ApiFileParams
@param data
@param fileParams
@throws IOException[SEP]public JsonResponse apiPost(ApiParams data, ApiFileParams fileParams) throws IOException {
        return httpRequestJson(HttpRequestMethod.POST, data, fileParams);
    }"
0,"Convenience method to set the inner HTML of the given element.[SEP]public static void innerHtml(HTMLElement element, SafeHtml html) {
        if (element != null) {
            element.innerHTML = html.asString();
        }
    }"
0,"Sets the similarity implementation, which will be used for indexing and
searching. The implementation must extend {@link Similarity}.

@param className
a {@link Similarity} implementation.[SEP]public void setSimilarityClass(String className)
   {
      try
      {
         Class<?> similarityClass = ClassLoading.forName(className, this);
         similarity = (Similarity)similarityClass.newInstance();
      }
      catch (ClassNotFoundException e)
      {
         log.warn(""Invalid Similarity class: "" + className, e);
      }
      catch (InstantiationException e)
      {
         log.warn(""Invalid Similarity class: "" + className, e);
      }
      catch (IllegalAccessException e)
      {
         log.warn(""Invalid Similarity class: "" + className, e);
      }
   }"
1,"Returns status description by it's code.

@param status Status code
@return Status Description[SEP]public static String getStatusDescription(int status)
   {
      String description = """";

      Integer statusKey = new Integer(status);
      if (statusDescriptions.containsKey(statusKey))
      {
         description = statusDescriptions.get(statusKey);
      }

      return String.format(""%s %d %s"", WebDavConst.HTTPVER, status, description);
   }"
0,"{@inheritDoc}[SEP]public void readExternal(ObjectInput in) throws IOException, ClassNotFoundException
   {
      orderNumber = in.readInt();

      // read canonical file path
      int size = in.readInt();
      if (size > 0)
      {
         byte[] buf = new byte[size];
         in.readFully(buf);

         File f = new File(new String(buf, ""UTF-8""));
         // validate if exists
         if (PrivilegedFileHelper.exists(f))
         {
            file = f;
         }
         else
         {
            file = null;
         }
      }
      else
      {
         // should not occurs but since we have a way to recover, it should not be
         // an issue
         file = null;
      }
   }"
0,"Copy the content of the source file to the destination file using
{@link FileChannel}. This version seems to fail with UNC paths.

@param aSrcFile
Source file. May not be <code>null</code>.
@param aDestFile
Destination file. May not be <code>null</code>.
@return {@link ESuccess}[SEP]@Nonnull
  private static ESuccess _copyFileViaChannel (@Nonnull final File aSrcFile, @Nonnull final File aDestFile)
  {
    final FileChannel aSrcChannel = FileChannelHelper.getFileReadChannel (aSrcFile);
    if (aSrcChannel == null)
      return ESuccess.FAILURE;

    try
    {
      final FileChannel aDstChannel = FileChannelHelper.getFileWriteChannel (aDestFile, EAppend.TRUNCATE);
      if (aDstChannel == null)
        return ESuccess.FAILURE;

      try
      {
        FileLock aSrcLock = null;
        FileLock aDestLock = null;
        try
        {
          final long nBytesToRead = aSrcChannel.size ();

          // Shared read lock and exclusive write lock
          aSrcLock = aSrcChannel.lock (0, nBytesToRead, true);
          aDestLock = aDstChannel.lock ();

          // Main copying - the loop version is much quicker than then
          // transferTo with full size!
          long nBytesWritten = 0;
          final long nChunkSize = 1L * CGlobal.BYTES_PER_MEGABYTE;
          while (nBytesWritten < nBytesToRead)
            nBytesWritten += aSrcChannel.transferTo (nBytesWritten, nChunkSize, aDstChannel);

          if (nBytesToRead != nBytesWritten)
          {
            if (LOGGER.isErrorEnabled ())
              LOGGER.error (""Failed to copy file. Meant to read "" + nBytesToRead + "" bytes but wrote "" + nBytesWritten);
            return ESuccess.FAILURE;
          }
          return ESuccess.SUCCESS;
        }
        catch (final IOException ex)
        {
          throw new IllegalStateException (""Failed to copy from "" + aSrcFile + "" to "" + aDestFile, ex);
        }
        finally
        {
          // Unlock
          ChannelHelper.release (aDestLock);
          ChannelHelper.release (aSrcLock);
        }
      }
      finally
      {
        ChannelHelper.close (aDstChannel);
      }
    }
    finally
    {
      ChannelHelper.close (aSrcChannel);
    }
  }"
1,"Returns the day given a string in format dd-MMM-yyyy.[SEP]public static Date getDay(String string) {
		if (string == null) {
			return null;
		}
		Date date = null;
		try {
			date = (new SimpleDateFormat(""dd-MMM-yyyy"").parse(string));
		}
		catch (ParseException ex) {
			return null;
		}
		return date;
	}"
0,"Order coordinates to have the first coordinate in the array as the nearest to a given
coordinate 'c'. The second and third are not ordered, but randomly added.

@param c
@param coordinate1
@param coordinate2
@param coordinate3
@return[SEP]private Coordinate[] getOrderedNodes( Coordinate c, Coordinate coordinate1, Coordinate coordinate2, Coordinate coordinate3 ) {
        double d = distance3d(c, coordinate1, null);
        Coordinate nearest = coordinate1;
        Coordinate c2 = coordinate2;
        Coordinate c3 = coordinate3;

        double d2 = distance3d(c, coordinate2, null);
        if (d2 < d) {
            nearest = coordinate2;
            d = d2;
            c2 = coordinate1;
            c3 = coordinate3;
        }
        double d3 = distance3d(c, coordinate3, null);
        if (d3 < d) {
            nearest = coordinate3;
            c2 = coordinate1;
            c3 = coordinate2;
        }
        return new Coordinate[]{nearest, c2, c3};
    }"
1,"Multiply this matrix by a constant.
@param k the constant
@return the product matrix[SEP]public Matrix multiply(double k)
    {
        double pv[][] = new double[nRows][nCols]; // product values

        // Compute values of the product.
        for (int r = 0; r < nRows; ++r) {
            for (int c = 0; c < nCols; ++c) {
                pv[r][c] = k*values[r][c];
            }
        }

        return new Matrix(pv);
    }"
1,"Multiply this matrix by another matrix.
@param m the matrix multiplier
@return the product matrix
@throws numbercruncher.MatrixException for invalid size[SEP]public Matrix multiply(Matrix m) throws MatrixException
    {
        // Validate m's dimensions.
        if (nCols != m.nRows) {
            throw new MatrixException(
                                MatrixException.INVALID_DIMENSIONS);
        }

        double pv[][] = new double[nRows][m.nCols];  // product values

        // Compute values of the product.
        for (int r = 0; r < nRows; ++r) {
            for (int c = 0; c < m.nCols; ++c) {
                double dot = 0;
                for (int k = 0; k < nCols; ++k) {
                    dot += values[r][k] * m.values[k][c];
                }
                pv[r][c] = dot;
            }
        }

        return new Matrix(pv);
    }"
1,"Calcs coefficients of linear regression between x, y data
@param xData the independent data array (x)
@param yData the dependent data array (y)
@return (intercept, gradient, r?)[SEP]public static double[] linearReg(double[] xData, double[] yData) {
        sameArrayLen(xData, yData);
        double sumYValue = 0;
        double meanYValue = 0;
        double sumXValue = 0;
        double meanXValue = 0;
        double sumX = 0;
        double sumY = 0;
        double prod = 0;
        double NODATA = -9999;
        int nstat = xData.length;
        double[] regCoef = new double[3]; //(intercept, gradient, r?)
        int counter = 0;
        //calculating sums
        for (int i = 0; i < nstat; i++) {
            if ((yData[i] != NODATA) && (xData[i] != NODATA)) {
                sumYValue += yData[i];
                sumXValue += xData[i];
                counter++;
            }
        }
        //calculating means
        meanYValue = sumYValue / counter;
        meanXValue = sumXValue / counter;

        //calculating regression coefficients
        for (int i = 0; i < nstat; i++) {
            if ((yData[i] != NODATA) && (xData[i] != NODATA)) {
                sumX += Math.pow((xData[i] - meanXValue), 2);
                sumY += Math.pow((yData[i] - meanYValue), 2);
                prod += ((xData[i] - meanXValue) * (yData[i] - meanYValue));
            }
        }
        if (sumX > 0 && sumY > 0) {
            regCoef[1] = prod / sumX;  //gradient
            regCoef[0] = meanYValue - regCoef[1] * meanXValue; //intercept
            regCoef[2] = Math.pow((prod / Math.sqrt(sumX * sumY)), 2); //r?
        } else {
            regCoef[1] = 0;
            regCoef[0] = 0;
            regCoef[2] = 0;
        }
        return regCoef;
    }"
1,"Overrides the loaded/default settings by command line arguments.[SEP]private void parseCommandLineArgs(String[] args) throws ConfigurationException {
        if (args == null || args.length == 0) {
            return;
        }
        logger.info(""Parsing command line arguments"");
        m_commandLineArgs = args;
        
        try {
            for (int inx = 0; inx < args.length; inx++) {
                String arg = args[inx];
                if (arg.equals(""-?"") || arg.equalsIgnoreCase(""-h"") || arg.equalsIgnoreCase(""-help"")) {
                    System.out.println(""See documentation and doradus.yaml for help."");
                    System.exit(0);
                }
                Utils.require(arg.charAt(0) == '-', ""Unrecognized argument: %s"", arg);
                Utils.require(inx + 1 < args.length, ""A value is expected after: %s"", arg);
                String name = arg.substring(1);
                String value = args[++inx];
                setCommandLineParam(name, value);
            }
        } catch (Exception e) {
            logger.error(""Failed to parse command line arguments"", e);
            throw new ConfigurationException(""Failed to parse command line arguments"", e);
        }
    }"
1,"{@inheritDoc}[SEP]@Override
	public String getRequestValue(final Request request) {
		if (isPresent(request)) {
			// User entered a valid date
			String dateParam = request.getParameter(getId() + ""-date"");
			if (dateParam == null) {
				return null;
			}

			// Validate Transfer Date Format - YYYY-MM-DD
			if (dateParam.length() != INTERNAL_DATE_TOTAL_CHARS || dateParam.charAt(
					INTERNAL_DASH1_POS) != '-'
					|| dateParam.charAt(INTERNAL_DASH2_POS) != '-') {
				LOG.warn(""Date parameter is not in the format yyyy-MM-dd ("" + dateParam
						+ "") and will be treated as null."");
				return null;
			}

			// Transform YYYY-MM-DD to YYYYMMDD
			StringBuffer buf = new StringBuffer(DATE_TOTAL_CHARS);
			buf.append(dateParam.substring(INTERNAL_YEAR_START, INTERNAL_YEAR_END));
			buf.append(dateParam.substring(INTERNAL_MONTH_START, INTERNAL_MONTH_END));
			buf.append(dateParam.substring(INTERNAL_DAY_START, INTERNAL_DAY_END));

			String dateFormat = buf.toString();

			// Validate the date
			if (!isValidPartialDateStringFormat(dateFormat, THEME_PADDING_CHAR)) {
				LOG.warn(""Date parameter (""
						+ dateParam
						+ "") could not be transformed from YYYY-MM-DD to the format YYYYMMDD and will be treated as null."");
				return null;
			}

			// Convert from Theme padding character to the correct padding character
			return dateFormat.replace(THEME_PADDING_CHAR, getPaddingChar());
		} else {
			return getValue();
		}
	}"
0,"TODO: NOT finished yet Converts HTML code back to the real characters;

@param wordsByPage
the extracted texts in the word level in a document[SEP]private void convertHTMLCode(ArrayList<ArrayList<TextPiece>> wordsByPage) {
	DocInfo docInfo = new DocInfo();
	String[] html2Char = docInfo.getHtml2CharMapping(); // Only define this
							    // mapping string
							    // when we detect
							    // the files in HTML
							    // codes
	int pageNum = 0;

	for (ArrayList<TextPiece> wordsOfAPage : wordsByPage) {
	    pageNum++;
	    for (int i = 0; i < wordsOfAPage.size(); i++) {
		TextPiece currentWord = wordsOfAPage.get(i);
		String realText = """";
		String textinHTMLCode = currentWord.getText();

	    }
	}
    }"
0,"<p>
replaceFile.
</p>

@param fileName a {@link java.lang.String} object.
@param profiles a {@link java.util.Map} object.
@param charset a {@link java.lang.String} object.
@throws java.lang.Exception if any.
@throws java.io.FileNotFoundException if any.[SEP]public static void replaceFile(String fileName, final Map<String, List<Replacer>> profiles, Charset charset)
      throws Exception, FileNotFoundException {
    File file = new File(fileName);
    if (file.isFile() && !file.isHidden()) {
      List<Replacer> replacers = profiles.get(Strings.substringAfterLast(fileName, "".""));
      if (null == replacers) { return; }
      logger.info(""processing {}"", fileName);
      String filecontent = Files.readFileToString(file, charset);
      filecontent = Replacer.process(filecontent, replacers);
      writeToFile(filecontent, fileName, charset);
    } else {
      String[] subFiles = file.list(new FilenameFilter() {
        public boolean accept(File dir, String name) {
          if (dir.isDirectory()) return true;
          boolean matched = false;
          for (String key : profiles.keySet()) {
            matched = name.endsWith(key);
            if (matched) return true;
          }
          return false;
        }
      });
      if (null != subFiles) {
        for (int i = 0; i < subFiles.length; i++) {
          replaceFile(fileName + '/' + subFiles[i], profiles, charset);
        }
      }
    }
  }"
1,"Extracts all files in the specified ZIP file and stores them in the
denoted directory. The directory needs to exist before running this method.

Note: nested ZIP files are not extracted here.

@param zip The zip-file to process
@param toDir Target directory, should already exist.

@throws IOException Thrown if files can not be read or any other error occurs while handling the Zip-files[SEP]public static void extractZip(File zip, File toDir) throws IOException{
		if(!toDir.exists()) {
			throw new IOException(""Directory '"" + toDir + ""' does not exist."");
		}

		try (ZipFile zipFile = new ZipFile(zip)) {
			Enumeration<? extends ZipEntry> entries = zipFile.entries();

			while (entries.hasMoreElements()) {
				ZipEntry entry = entries.nextElement();

				File target = new File(toDir, entry.getName());
				if (entry.isDirectory()) {
					// Assume directories are stored parents first then children.
					//logger.info(""Extracting directory: "" + entry.getName());
					// This is not robust, just for demonstration purposes.
					if(!target.mkdirs()) {
						logger.warning(""Could not create directory "" + target);
					}
					continue;
				}

				// zips can contain nested files in sub-dirs without separate entries for the directories
				if(!target.getParentFile().exists() && !target.getParentFile().mkdirs()) {
					logger.warning(""Could not create directory "" + target.getParentFile());
				}

				//logger.info(""Extracting file: "" + entry.getName());
				try (InputStream inputStream = zipFile.getInputStream(entry)) {
					try (BufferedOutputStream outputStream = new BufferedOutputStream(new FileOutputStream(target))) {
						IOUtils.copy(inputStream, outputStream);
					}
				}
			}
		} catch (FileNotFoundException | NoSuchFileException e) {
			throw e;
		} catch (IOException e) {
			throw new IOException(""While extracting file "" + zip + "" to "" + toDir, e);
		}
	}"
1,"Extracts all files in the ZIP file passed as InputStream and stores them in the
denoted directory. The directory needs to exist before running this method.

Note: nested ZIP files are not extracted here.

@param zip An {@link InputStream} to read zipped files from
@param toDir Target directory, should already exist.

@throws IOException Thrown if files can not be read or any other error occurs while handling the Zip-files[SEP]public static void extractZip(InputStream zip, final File toDir) throws IOException{
		if(!toDir.exists()) {
			throw new IOException(""Directory '"" + toDir + ""' does not exist."");
		}

		// Use the ZipFileVisitor to walk all the entries in the Zip-Stream and create
		// directories and files accordingly
		new ZipFileVisitor() {
			@Override
			public void visit(ZipEntry entry, InputStream data) throws IOException {
				File target = new File(toDir, entry.getName());
				if (entry.isDirectory()) {
					// Assume directories are stored parents first then children.
					//logger.info(""Extracting directory: "" + entry.getName() + "" to "" + target);
					// This is not robust, just for demonstration purposes.
					if(!target.mkdirs()) {
						logger.warning(""Could not create directory "" + target);
					}
					return;
				}

				// zips can contain nested files in sub-dirs without separate entries for the directories
				if(!target.getParentFile().exists() && !target.getParentFile().mkdirs()) {
					logger.warning(""Could not create directory "" + target.getParentFile());
				}

				// it seems we cannot use IOUtils/FileUtils to copy as they close the stream
				int size;
				byte[] buffer = new byte[2048];
				try (OutputStream fout = new BufferedOutputStream(new FileOutputStream(target), buffer.length)) {
	                while ((size = data.read(buffer, 0, buffer.length)) != -1) {
	                    fout.write(buffer, 0, size);
	                }
				}
			}
		}.walk(zip);
	}"
0,"This method returns a new instance of Configured Class with this setting:
<table summary ="""">
<tr>
<td><code>NullPointerControl</code></td><td><code>NOT_ANY</code></td>
</tr><tr>
<td><code>MappingType</code> of Destination</td><td><code>ALL_FIELDS</code></td>
</tr><tr>
<td><code>MappingType</code> of Source</td><td><code>ALL_FIELDS</code></td>
</tr>
</table>
@param source instance of Target Class type that contains the data
@return new instance of Configured Class
@see NullPointerControl
@see MappingType[SEP]public <S> T manyToOneWithoutControl(final S source) {
		try{ return this.<T,S>getJMapper(relationalManyToOneMapper,source).getDestinationWithoutControl(source); }
		catch (Exception e) { return logAndReturnNull(e); }
	}"
0,"Thrown if conversion type is wrong.
@param conversionName conversion name
@param xmlPath xml path
@param className class name
@param type type[SEP]public static void xmlConversionTypeIncorrect(String conversionName,String xmlPath,String className,String type){
		throw new XmlConversionTypeException(MSG.INSTANCE.message(xmlConversionTypeException,conversionName,xmlPath,className,type));
	}"
0,"This Method returns the destination given in input enriched with data contained in source given in input<br>
with this setting:
<table summary = """">
<tr>
<td><code>NullPointerControl</code></td><td><code>NOT_ANY</code></td>
</tr><tr>
<td><code>MappingType</code> of Destination</td><td><code>ALL_FIELDS</code></td>
</tr><tr>
<td><code>MappingType</code> of Source</td><td><code>ALL_FIELDS</code></td>
</tr>
</table>
@param destination instance to enrich
@param source instance that contains the data
@return destination enriched
@see NullPointerControl
@see MappingType[SEP]public D getDestinationWithoutControl(D destination,final S source){
        try {
            return mapper.vVNotAllAll(destination, source);
        } catch (Exception e) { 
        	JmapperLog.error(e); 
        }
        return null;
	}"
1,"Writes a CSV file

@param columnHeaders headers
@param rows rows
@return CSV file
@throws IOException throws IOException when CSV writing fails[SEP]private static byte[] writeCsv(String[] columnHeaders, String[][] rows) throws IOException {
    try (ByteArrayOutputStream csvStream = new ByteArrayOutputStream(); OutputStreamWriter streamWriter = new OutputStreamWriter(csvStream, Charset.forName(""UTF-8""))) {
      CSVWriter csvWriter = new CSVWriter(streamWriter, ',');

      csvWriter.writeNext(columnHeaders);
      
      for (String[] row : rows) {
        csvWriter.writeNext(row);
      }

      csvWriter.close();
      
      return csvStream.toByteArray();
    }
  }"
1,"clears all plaintext passwords and secrets. password, secret and initAES must all be set before re-using
@throws Exception[SEP]public void doAESEncryption() throws Exception{
		if(!initAESDone)
			initAES();
		cipher = Cipher.getInstance(""AES/CBC/PKCS5Padding"");
		//System.out.println(secretKey.getEncoded());
		cipher.init(Cipher.ENCRYPT_MODE, secretKey);
		AlgorithmParameters params = cipher.getParameters();
		iv = params.getParameterSpec(IvParameterSpec.class).getIV();
		secretCipher = cipher.doFinal(secretPlain);
		clearPlain();
	}"
1,"This method is called to format a date.

@param value date value
@return formatted date value[SEP]private String formatDate(Date value)
   {
      return (value == null ? null : m_formats.getDateFormat().format(value));
   }"
