,summary,config,name,group,tag
336,"{'_runtime': 1687.9199993610382, '_step': 20, '_timestamp': 1733954115.9033194, '_wandb': {'runtime': 1686}, 'eval/accuracy': 0.525, 'eval/f1_macro': 0.5323536113009797, 'eval/f1_micro': 0.525, 'eval/f1_weighted': 0.5323536113009797, 'eval/loss': 2.668584209961665, 'eval/precision_macro': 0.5473484848484849, 'eval/precision_micro': 0.525, 'eval/precision_weighted': 0.5473484848484848, 'eval/recall_macro': 0.525, 'eval/recall_micro': 0.525, 'eval/recall_weighted': 0.525, 'split': 10, 'test/accuracy': 0.31746031746031744, 'test/f1_macro': 0.2543939393939394, 'test/f1_micro': 0.31746031746031744, 'test/f1_weighted': 0.336055796055796, 'test/loss': 13.870852090712908, 'test/precision_macro': 0.26121794871794873, 'test/precision_micro': 0.31746031746031744, 'test/precision_weighted': 0.3651811151811152, 'test/recall_macro': 0.2555799934832193, 'test/recall_micro': 0.31746031746031744, 'test/recall_weighted': 0.31746031746031744}","{'n_neighbours': 6, 'trial.number': 7}",comic-pond-934,KNeighbours,"['pre-trained:bert-base-uncased', 'preprocessed']"
337,"{'_runtime': 2191.5059134960175, '_step': 20, '_timestamp': 1733954874.6842074, '_wandb': {'runtime': 2190}, 'eval/accuracy': 0.8604651162790697, 'eval/f1_macro': 0.8303571428571428, 'eval/f1_micro': 0.8604651162790697, 'eval/f1_weighted': 0.8363787375415281, 'eval/loss': 0.4355814852350243, 'eval/precision_macro': 0.8846153846153847, 'eval/precision_micro': 0.8604651162790697, 'eval/precision_weighted': 0.8819320214669051, 'eval/recall_macro': 0.85, 'eval/recall_micro': 0.8604651162790697, 'eval/recall_weighted': 0.8604651162790697, 'split': 10, 'test/accuracy': 0.2857142857142857, 'test/f1_macro': 0.22195907540735124, 'test/f1_micro': 0.2857142857142857, 'test/f1_weighted': 0.26182356231617315, 'test/loss': 5.817990255282404, 'test/precision_macro': 0.22437611408199645, 'test/precision_micro': 0.2857142857142857, 'test/precision_weighted': 0.25244037008742887, 'test/recall_macro': 0.23125, 'test/recall_micro': 0.2857142857142857, 'test/recall_weighted': 0.2857142857142857}","{'rf_max_depth': 16, 'trial.number': 15}",playful-flower-935,RandomForest,"['pre-trained:microsoft/codebert-base', 'preprocessed']"
338,"{'_runtime': 3844.921507120133, '_step': 520, '_timestamp': 1733957721.6104982, '_wandb': {'runtime': 3843}, 'eval/accuracy': 1, 'eval/f1_macro': 1, 'eval/f1_micro': 1, 'eval/f1_weighted': 1, 'eval/loss': 2.89992804027861e-05, 'eval/precision_macro': 1, 'eval/precision_micro': 1, 'eval/precision_weighted': 1, 'eval/recall_macro': 1, 'eval/recall_micro': 1, 'eval/recall_weighted': 1, 'eval/runtime': 0.2673, 'eval/samples_per_second': 153.369, 'eval/steps_per_second': 7.481, 'test/accuracy': 0.4603174603174603, 'test/f1_macro': 0.3387624378109452, 'test/f1_micro': 0.4603174603174603, 'test/f1_weighted': 0.4316903577351339, 'test/loss': 6.426568984985352, 'test/precision_macro': 0.344481981981982, 'test/precision_micro': 0.4603174603174603, 'test/precision_weighted': 0.41726726726726726, 'test/recall_macro': 0.3470862470862471, 'test/recall_micro': 0.4603174603174603, 'test/recall_weighted': 0.4603174603174603, 'test/runtime': 0.5758, 'test/samples_per_second': 109.406, 'test/steps_per_second': 3.473, 'total_flos': 4871396678945856, 'train/epoch': 50, 'train/global_step': 600, 'train/grad_norm': 0.06260222941637039, 'train/learning_rate': 1.8316089228302625e-06, 'train/loss': 0.0021, 'train_loss': 0.002249719649553299, 'train_runtime': 380.8737, 'train_samples_per_second': 48.704, 'train_steps_per_second': 1.575}","{'bf16': False, 'fp16': False, 'fsdp': [], 'seed': 42, 'tf32': None, 'debug': [], 'optim': 'adamw_torch', 'top_k': 50, 'top_p': 1, 'epochs': 50, 'prefix': None, 'do_eval': True, 'no_cuda': False, 'use_cpu': False, 'do_train': False, 'id2label': {'0': 'irrelevant', '1': 'partially irrelevant', '2': 'partially relevant', '3': 'relevant'}, 'label2id': {'relevant': 3, 'irrelevant': 0, 'partially relevant': 2, 'partially irrelevant': 1}, 'run_name': 'huggingface_models', 'use_ipex': False, 'adafactor': False, 'data_seed': None, 'deepspeed': None, 'do_sample': False, 'hub_token': '<HUB_TOKEN>', 'log_level': 'passive', 'lora_rank': 8, 'max_steps': -1, 'num_beams': 1, 'ray_scope': 'last', 'report_to': ['wandb'], 'typical_p': 1, 'use_cache': True, 'adam_beta1': 0.9, 'adam_beta2': 0.999, 'batch_size': 32, 'do_predict': False, 'eval_delay': 0, 'eval_steps': None, 'hidden_act': 'gelu', 'is_decoder': False, 'local_rank': 0, 'max_length': 20, 'min_length': 0, 'model_type': 'bert', 'optim_args': None, 'output_dir': 'huggingface_models', 'past_index': -1, 'save_steps': 500, 'vocab_size': 30522, 'ddp_backend': None, 'ddp_timeout': 1800, 'fsdp_config': {'xla': False, 'xla_fsdp_v2': False, 'min_num_params': 0, 'xla_fsdp_grad_ckpt': False}, 'hidden_size': 768, 'label_names': None, 'logging_dir': 'huggingface_models/runs/Dec11_21-51-18_erc-hpc-comp050', 'push_to_hub': False, 'return_dict': True, 'temperature': 1, 'torch_dtype': None, 'torchdynamo': None, 'torchscript': False, 'adam_epsilon': 1e-08, 'bos_token_id': None, 'disable_tqdm': False, 'eos_token_id': None, 'fp16_backend': 'auto', 'hub_model_id': None, 'hub_strategy': 'every_save', 'lora_modules': ['value', 'key', 'dense'], 'pad_token_id': 0, 'problem_type': 'single_label_classification', 'pruned_heads': {}, 'sep_token_id': None, 'trial.number': 9, 'use_bfloat16': False, 'warmup_ratio': 0, 'warmup_steps': 0, 'weight_decay': 0, 'architectures': ['BertForMaskedLM'], 'bad_words_ids': None, 'jit_mode_eval': False, 'learning_rate': 1.0989653536981574e-05, 'logging_steps': 500, 'max_grad_norm': 1, 'mp_parameters': '', 'output_scores': False, 'save_strategy': 'epoch', 'split_batches': None, 'torch_compile': False, 'tpu_num_cores': None, 'bf16_full_eval': False, 'early_stopping': False, 'fp16_full_eval': False, 'fp16_opt_level': 'O1', 'layer_norm_eps': 1e-12, 'length_penalty': 1, 'tf_legacy_loss': False, 'use_mps_device': False, 'finetuning_task': None, 'group_by_length': False, 'hub_always_push': False, 'num_beam_groups': 1, 'save_only_model': False, 'suppress_tokens': None, 'tokenizer_class': None, 'type_vocab_size': 2, 'dispatch_batches': None, 'full_determinism': False, 'hub_private_repo': False, 'ignore_data_skip': False, 'log_on_each_node': True, 'logging_strategy': 'steps', 'num_train_epochs': 50, 'save_safetensors': True, 'save_total_limit': 5, 'ddp_bucket_cap_mb': None, 'diversity_penalty': 0, 'greater_is_better': False, 'initializer_range': 0.02, 'intermediate_size': 3072, 'log_level_replica': 'warning', 'lr_scheduler_type': 'linear', 'num_hidden_layers': 12, 'output_attentions': False, 'push_to_hub_token': '<PUSH_TO_HUB_TOKEN>', 'save_on_each_node': False, 'tpu_metrics_debug': False, 'accelerator_config': {'even_batches': True, 'split_batches': False, 'dispatch_batches': None, 'use_seedable_sampler': True, 'gradient_accumulation_kwargs': None}, 'classifier_dropout': None, 'is_encoder_decoder': False, 'length_column_name': 'length', 'logging_first_step': False, 'repetition_penalty': 1, 'torch_compile_mode': None, 'add_cross_attention': False, 'evaluation_strategy': 'epoch', 'forced_bos_token_id': None, 'forced_eos_token_id': None, 'fsdp_min_num_params': 0, 'hidden_dropout_prob': 0.1, 'lr_scheduler_kwargs': {}, 'neftune_noise_alpha': None, 'num_attention_heads': 12, 'skip_memory_metrics': True, 'tie_encoder_decoder': False, 'tie_word_embeddings': True, 'auto_find_batch_size': False, 'dataloader_drop_last': False, 'no_repeat_ngram_size': 0, 'num_return_sequences': 1, 'optim_target_modules': None, 'output_hidden_states': False, 'overwrite_output_dir': False, 'prediction_loss_only': False, 'push_to_hub_model_id': None, 'task_specific_params': None, 'transformers_version': '4.40.2', 'begin_suppress_tokens': None, 'dataloader_pin_memory': True, 'ddp_broadcast_buffers': None, 'metric_for_best_model': 'loss', 'remove_invalid_values': False, 'remove_unused_columns': True, 'torch_compile_backend': None, 'dataloader_num_workers': 0, 'decoder_start_token_id': None, 'eval_do_concat_batches': True, 'gradient_checkpointing': False, 'half_precision_backend': 'auto', 'label_smoothing_factor': 0, 'load_best_model_at_end': True, 'logging_nan_inf_filter': True, 'resume_from_checkpoint': None, 'chunk_size_feed_forward': 0, 'eval_accumulation_steps': None, 'max_position_embeddings': 512, 'per_gpu_eval_batch_size': None, 'position_embedding_type': 'absolute', 'return_dict_in_generate': False, 'per_gpu_train_batch_size': None, 'push_to_hub_organization': None, 'include_tokens_per_second': False, 'dataloader_prefetch_factor': None, 'ddp_find_unused_parameters': None, 'include_inputs_for_metrics': False, 'per_device_eval_batch_size': 32, 'use_legacy_prediction_loop': False, 'cross_attention_hidden_size': None, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32, 'attention_probs_dropout_prob': 0.1, 'encoder_no_repeat_ngram_size': 0, 'dataloader_persistent_workers': False, 'gradient_checkpointing_kwargs': None, 'include_num_input_tokens_seen': False, 'exponential_decay_length_penalty': None, 'fsdp_transformer_layer_cls_to_wrap': None}",silvery-sound-936,LORA:bert-base-uncased,['preprocessed']
339,"{'_runtime': 1689.8437087535858, '_step': 20, '_timestamp': 1733955810.4232838, '_wandb': {'runtime': 1688}, 'eval/accuracy': 0.85, 'eval/f1_macro': 0.8309523809523809, 'eval/f1_micro': 0.85, 'eval/f1_weighted': 0.830952380952381, 'eval/loss': 5.406548008367573, 'eval/precision_macro': 0.8939393939393939, 'eval/precision_micro': 0.85, 'eval/precision_weighted': 0.8939393939393938, 'eval/recall_macro': 0.85, 'eval/recall_micro': 0.85, 'eval/recall_weighted': 0.85, 'split': 10, 'test/accuracy': 0.25396825396825395, 'test/f1_macro': 0.1807142857142857, 'test/f1_micro': 0.25396825396825395, 'test/f1_weighted': 0.2656689342403628, 'test/loss': 26.889709671246138, 'test/precision_macro': 0.18473214285714284, 'test/precision_micro': 0.25396825396825395, 'test/precision_weighted': 0.28437641723356005, 'test/recall_macro': 0.18200146627565983, 'test/recall_micro': 0.25396825396825395, 'test/recall_weighted': 0.25396825396825395}","{'n_neighbours': 1, 'trial.number': 8}",playful-smoke-937,KNeighbours,"['pre-trained:bert-base-uncased', 'preprocessed']"
340,"{'_runtime': 2262.849505186081, '_step': 20, '_timestamp': 1733956894.2972963, '_wandb': {'runtime': 2261}, 'eval/accuracy': 0.3720930232558139, 'eval/f1_macro': 0.3039811066126855, 'eval/f1_micro': 0.3720930232558139, 'eval/f1_weighted': 0.31105043467344573, 'eval/loss': 1.2773233066718723, 'eval/precision_macro': 0.3125, 'eval/precision_micro': 0.3720930232558139, 'eval/precision_weighted': 0.3197674418604652, 'eval/recall_macro': 0.3636363636363637, 'eval/recall_micro': 0.3720930232558139, 'eval/recall_weighted': 0.3720930232558139, 'split': 10, 'test/accuracy': 0.3333333333333333, 'test/f1_macro': 0.31323529411764706, 'test/f1_micro': 0.3333333333333333, 'test/f1_weighted': 0.25210084033613445, 'test/loss': 1.3883701202396743, 'test/precision_macro': 0.31666666666666665, 'test/precision_micro': 0.3333333333333333, 'test/precision_weighted': 0.246031746031746, 'test/recall_macro': 0.3931818181818182, 'test/recall_micro': 0.3333333333333333, 'test/recall_weighted': 0.3333333333333333}","{'dt_criterion': 'gini', 'dt_max_depth': 2, 'trial.number': 15, 'dt_min_samples_leaf': 35}",bright-flower-938,DecisionTree,"['pre-trained:microsoft/codebert-base', 'preprocessed']"
341,"{'_runtime': 2191.016672849655, '_step': 20, '_timestamp': 1733957070.262667, '_wandb': {'runtime': 2189}, 'eval/accuracy': 0.8837209302325582, 'eval/f1_macro': 0.8641304347826086, 'eval/f1_micro': 0.8837209302325582, 'eval/f1_weighted': 0.8687226154364677, 'eval/loss': 0.5503907800266034, 'eval/precision_macro': 0.9022435897435898, 'eval/precision_micro': 0.8837209302325582, 'eval/precision_weighted': 0.8999701848539058, 'eval/recall_macro': 0.875, 'eval/recall_micro': 0.8837209302325582, 'eval/recall_weighted': 0.8837209302325582, 'split': 10, 'test/accuracy': 0.30158730158730157, 'test/f1_macro': 0.2814149698340875, 'test/f1_micro': 0.30158730158730157, 'test/f1_weighted': 0.29286522301228185, 'test/loss': 2.99514893028779, 'test/precision_macro': 0.2793028322440087, 'test/precision_micro': 0.30158730158730157, 'test/precision_weighted': 0.2903413217138707, 'test/recall_macro': 0.2895833333333333, 'test/recall_micro': 0.30158730158730157, 'test/recall_weighted': 0.30158730158730157}","{'rf_max_depth': 12, 'trial.number': 16}",bumbling-darkness-939,RandomForest,"['pre-trained:microsoft/codebert-base', 'preprocessed']"
342,"{'_runtime': 1687.233018398285, '_step': 20, '_timestamp': 1733957633.7959514, '_wandb': {'runtime': 1686}, 'eval/accuracy': 0.475, 'eval/f1_macro': 0.47962938035626146, 'eval/f1_micro': 0.475, 'eval/f1_weighted': 0.4796293803562615, 'eval/loss': 3.4163556643146817, 'eval/precision_macro': 0.4979187479187479, 'eval/precision_micro': 0.475, 'eval/precision_weighted': 0.497918747918748, 'eval/recall_macro': 0.475, 'eval/recall_micro': 0.475, 'eval/recall_weighted': 0.475, 'split': 10, 'test/accuracy': 0.2063492063492063, 'test/f1_macro': 0.15460626330191546, 'test/f1_micro': 0.2063492063492063, 'test/f1_weighted': 0.2221015699276569, 'test/loss': 19.316363222094463, 'test/precision_macro': 0.1636904761904762, 'test/precision_micro': 0.2063492063492063, 'test/precision_weighted': 0.24591836734693875, 'test/recall_macro': 0.1519835451287064, 'test/recall_micro': 0.2063492063492063, 'test/recall_weighted': 0.2063492063492063}","{'n_neighbours': 4, 'trial.number': 9}",deft-wind-940,KNeighbours,"['pre-trained:bert-base-uncased', 'preprocessed']"
343,"{'_runtime': 2260.756765604019, '_step': 20, '_timestamp': 1733959160.2339556, '_wandb': {'runtime': 2259}, 'eval/accuracy': 0.4186046511627907, 'eval/f1_macro': 0.3760989010989011, 'eval/f1_micro': 0.4186046511627907, 'eval/f1_weighted': 0.38484538717096856, 'eval/loss': 1.1735529106220892, 'eval/precision_macro': 0.4198529411764706, 'eval/precision_micro': 0.4186046511627907, 'eval/precision_weighted': 0.4296169630642955, 'eval/recall_macro': 0.4090909090909091, 'eval/recall_micro': 0.4186046511627907, 'eval/recall_weighted': 0.4186046511627907, 'split': 10, 'test/accuracy': 0.25396825396825395, 'test/f1_macro': 0.2439035634132849, 'test/f1_micro': 0.25396825396825395, 'test/f1_weighted': 0.22652509789500833, 'test/loss': 2.7920833506358966, 'test/precision_macro': 0.2706622879036672, 'test/precision_micro': 0.25396825396825395, 'test/precision_weighted': 0.285080060121111, 'test/recall_macro': 0.30007575757575755, 'test/recall_micro': 0.25396825396825395, 'test/recall_weighted': 0.25396825396825395}","{'dt_criterion': 'gini', 'dt_max_depth': 9, 'trial.number': 16, 'dt_min_samples_leaf': 35}",quiet-pond-941,DecisionTree,"['pre-trained:microsoft/codebert-base', 'preprocessed']"
344,"{'_runtime': 2190.417534828186, '_step': 20, '_timestamp': 1733959265.6123395, '_wandb': {'runtime': 2189}, 'eval/accuracy': 0.8837209302325582, 'eval/f1_macro': 0.8641304347826086, 'eval/f1_micro': 0.8837209302325582, 'eval/f1_weighted': 0.8687226154364677, 'eval/loss': 0.4639470936372121, 'eval/precision_macro': 0.9022435897435898, 'eval/precision_micro': 0.8837209302325582, 'eval/precision_weighted': 0.8999701848539058, 'eval/recall_macro': 0.875, 'eval/recall_micro': 0.8837209302325582, 'eval/recall_weighted': 0.8837209302325582, 'split': 10, 'test/accuracy': 0.3333333333333333, 'test/f1_macro': 0.2935481185481186, 'test/f1_micro': 0.3333333333333333, 'test/f1_weighted': 0.3074195645624217, 'test/loss': 4.038808548933525, 'test/precision_macro': 0.28971633205504177, 'test/precision_micro': 0.3333333333333333, 'test/precision_weighted': 0.30560837012449915, 'test/recall_macro': 0.32499999999999996, 'test/recall_micro': 0.3333333333333333, 'test/recall_weighted': 0.3333333333333333}","{'rf_max_depth': 24, 'trial.number': 17}",comic-salad-942,RandomForest,"['pre-trained:microsoft/codebert-base', 'preprocessed']"
345,"{'_runtime': 1016.583958864212, '_step': 110, '_timestamp': 1733959645.964263, '_wandb': {'runtime': 1015}, 'eval/accuracy': 1, 'eval/f1_macro': 1, 'eval/f1_micro': 1, 'eval/f1_weighted': 1, 'eval/loss': 0, 'eval/precision_macro': 1, 'eval/precision_micro': 1, 'eval/precision_weighted': 1, 'eval/recall_macro': 1, 'eval/recall_micro': 1, 'eval/recall_weighted': 1, 'eval/runtime': 0.3625, 'eval/samples_per_second': 113.092, 'eval/steps_per_second': 8.275, 'test/accuracy': 0.4444444444444444, 'test/f1_macro': 0.3630952380952381, 'test/f1_micro': 0.4444444444444444, 'test/f1_weighted': 0.4531368102796674, 'test/loss': 10.98923110961914, 'test/precision_macro': 0.374804131054131, 'test/precision_micro': 0.4444444444444444, 'test/precision_weighted': 0.47743521910188574, 'test/recall_macro': 0.3725912975912976, 'test/recall_micro': 0.4444444444444444, 'test/recall_weighted': 0.4444444444444444, 'test/runtime': 0.6313, 'test/samples_per_second': 99.801, 'test/steps_per_second': 6.337, 'total_flos': 965809638275040, 'train/epoch': 10, 'train/global_step': 240, 'train_loss': 0, 'train_runtime': 101.5318, 'train_samples_per_second': 36.54, 'train_steps_per_second': 2.364}","{'bf16': False, 'fp16': False, 'fsdp': [], 'seed': 42, 'tf32': None, 'debug': [], 'optim': 'adamw_torch', 'top_k': 50, 'top_p': 1, 'prefix': None, 'do_eval': True, 'no_cuda': False, 'use_cpu': False, 'do_train': False, 'id2label': {'0': 'irrelevant', '1': 'partially irrelevant', '2': 'partially relevant', '3': 'relevant'}, 'label2id': {'relevant': 3, 'irrelevant': 0, 'partially relevant': 2, 'partially irrelevant': 1}, 'run_name': '../huggingface_models', 'use_ipex': False, 'adafactor': False, 'data_seed': None, 'deepspeed': None, 'do_sample': False, 'hub_token': '<HUB_TOKEN>', 'log_level': 'passive', 'max_steps': -1, 'num_beams': 1, 'ray_scope': 'last', 'report_to': ['wandb'], 'typical_p': 1, 'use_cache': True, 'adam_beta1': 0.9, 'adam_beta2': 0.999, 'do_predict': False, 'eval_delay': 0, 'eval_steps': None, 'hidden_act': 'gelu', 'is_decoder': False, 'local_rank': 0, 'max_length': 20, 'min_length': 0, 'model_type': 'roberta', 'optim_args': None, 'output_dir': '../huggingface_models', 'past_index': -1, 'save_steps': 500, 'vocab_size': 50265, 'ddp_backend': None, 'ddp_timeout': 1800, 'fsdp_config': {'xla': False, 'xla_fsdp_v2': False, 'min_num_params': 0, 'xla_fsdp_grad_ckpt': False}, 'hidden_size': 768, 'label_names': None, 'logging_dir': '../huggingface_models/runs/Dec11_23-10-31_erc-hpc-comp052', 'output_past': True, 'push_to_hub': False, 'return_dict': True, 'temperature': 1, 'torch_dtype': 'float32', 'torchdynamo': None, 'torchscript': False, 'adam_epsilon': 1e-08, 'bos_token_id': 0, 'disable_tqdm': False, 'eos_token_id': 2, 'fp16_backend': 'auto', 'hub_model_id': None, 'hub_strategy': 'every_save', 'pad_token_id': 1, 'problem_type': 'single_label_classification', 'pruned_heads': {}, 'sep_token_id': None, 'use_bfloat16': False, 'warmup_ratio': 0, 'warmup_steps': 0, 'weight_decay': 0, 'architectures': ['RobertaForSequenceClassification'], 'bad_words_ids': None, 'jit_mode_eval': False, 'learning_rate': 6.635248566007673e-05, 'logging_steps': 500, 'max_grad_norm': 1, 'mp_parameters': '', 'output_scores': False, 'save_strategy': 'epoch', 'split_batches': None, 'torch_compile': False, 'tpu_num_cores': None, 'bf16_full_eval': False, 'early_stopping': False, 'fp16_full_eval': False, 'fp16_opt_level': 'O1', 'layer_norm_eps': 1e-05, 'length_penalty': 1, 'tf_legacy_loss': False, 'use_mps_device': False, 'finetuning_task': None, 'group_by_length': False, 'hub_always_push': False, 'num_beam_groups': 1, 'save_only_model': False, 'suppress_tokens': None, 'tokenizer_class': None, 'type_vocab_size': 1, 'dispatch_batches': None, 'full_determinism': False, 'hub_private_repo': False, 'ignore_data_skip': False, 'log_on_each_node': True, 'logging_strategy': 'steps', 'num_train_epochs': 10, 'save_safetensors': True, 'save_total_limit': 5, 'ddp_bucket_cap_mb': None, 'diversity_penalty': 0, 'greater_is_better': False, 'initializer_range': 0.02, 'intermediate_size': 3072, 'log_level_replica': 'warning', 'lr_scheduler_type': 'linear', 'num_hidden_layers': 12, 'output_attentions': False, 'push_to_hub_token': '<PUSH_TO_HUB_TOKEN>', 'save_on_each_node': False, 'tpu_metrics_debug': False, 'accelerator_config': {'even_batches': True, 'split_batches': False, 'dispatch_batches': None, 'use_seedable_sampler': True, 'gradient_accumulation_kwargs': None}, 'classifier_dropout': None, 'is_encoder_decoder': False, 'length_column_name': 'length', 'logging_first_step': False, 'repetition_penalty': 1, 'torch_compile_mode': None, 'add_cross_attention': False, 'evaluation_strategy': 'epoch', 'forced_bos_token_id': None, 'forced_eos_token_id': None, 'fsdp_min_num_params': 0, 'hidden_dropout_prob': 0.1, 'lr_scheduler_kwargs': {}, 'neftune_noise_alpha': None, 'num_attention_heads': 12, 'skip_memory_metrics': True, 'tie_encoder_decoder': False, 'tie_word_embeddings': True, 'auto_find_batch_size': False, 'dataloader_drop_last': False, 'no_repeat_ngram_size': 0, 'num_return_sequences': 1, 'optim_target_modules': None, 'output_hidden_states': False, 'overwrite_output_dir': False, 'prediction_loss_only': False, 'push_to_hub_model_id': None, 'task_specific_params': None, 'transformers_version': '4.40.2', 'begin_suppress_tokens': None, 'dataloader_pin_memory': True, 'ddp_broadcast_buffers': None, 'metric_for_best_model': 'loss', 'remove_invalid_values': False, 'remove_unused_columns': True, 'torch_compile_backend': None, 'dataloader_num_workers': 0, 'decoder_start_token_id': None, 'eval_do_concat_batches': True, 'gradient_checkpointing': False, 'half_precision_backend': 'auto', 'label_smoothing_factor': 0, 'load_best_model_at_end': True, 'logging_nan_inf_filter': True, 'resume_from_checkpoint': None, 'chunk_size_feed_forward': 0, 'eval_accumulation_steps': None, 'max_position_embeddings': 514, 'per_gpu_eval_batch_size': None, 'position_embedding_type': 'absolute', 'return_dict_in_generate': False, 'per_gpu_train_batch_size': None, 'push_to_hub_organization': None, 'include_tokens_per_second': False, 'dataloader_prefetch_factor': None, 'ddp_find_unused_parameters': None, 'include_inputs_for_metrics': False, 'per_device_eval_batch_size': 16, 'use_legacy_prediction_loop': False, 'cross_attention_hidden_size': None, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 16, 'attention_probs_dropout_prob': 0.1, 'encoder_no_repeat_ngram_size': 0, 'dataloader_persistent_workers': False, 'gradient_checkpointing_kwargs': None, 'include_num_input_tokens_seen': False, 'exponential_decay_length_penalty': None, 'fsdp_transformer_layer_cls_to_wrap': None}",usual-bird-943,Fine-Tuned LLM:microsoft/codebert-base,['preprocessed']
346,"{'_runtime': 2262.296486377716, '_step': 20, '_timestamp': 1733961426.8196404, '_wandb': {'runtime': 2261}, 'eval/accuracy': 0.5581395348837209, 'eval/f1_macro': 0.5448051948051947, 'eval/f1_micro': 0.5581395348837209, 'eval/f1_weighted': 0.548172757475083, 'eval/loss': 4.222306425985943, 'eval/precision_macro': 0.5767379679144384, 'eval/precision_micro': 0.5581395348837209, 'eval/precision_weighted': 0.5761969904240766, 'eval/recall_macro': 0.5522727272727272, 'eval/recall_micro': 0.5581395348837209, 'eval/recall_weighted': 0.5581395348837209, 'split': 10, 'test/accuracy': 0.23809523809523808, 'test/f1_macro': 0.22093253968253967, 'test/f1_micro': 0.23809523809523808, 'test/f1_weighted': 0.2359851347946586, 'test/loss': 9.15032854647828, 'test/precision_macro': 0.23194444444444445, 'test/precision_micro': 0.23809523809523808, 'test/precision_weighted': 0.25052910052910055, 'test/recall_macro': 0.23022727272727275, 'test/recall_micro': 0.23809523809523808, 'test/recall_weighted': 0.23809523809523808}","{'dt_criterion': 'gini', 'dt_max_depth': 6, 'trial.number': 17, 'dt_min_samples_leaf': 9}",avid-sun-944,DecisionTree,"['pre-trained:microsoft/codebert-base', 'preprocessed']"
347,"{'_runtime': 2191.9579796791077, '_step': 20, '_timestamp': 1733961461.8416746, '_wandb': {'runtime': 2190}, 'eval/accuracy': 0.8604651162790697, 'eval/f1_macro': 0.8311542443064183, 'eval/f1_micro': 0.8604651162790697, 'eval/f1_weighted': 0.8371943762338099, 'eval/loss': 0.6759273022504806, 'eval/precision_macro': 0.8871336996336996, 'eval/precision_micro': 0.8604651162790697, 'eval/precision_weighted': 0.8845089019507624, 'eval/recall_macro': 0.85, 'eval/recall_micro': 0.8604651162790697, 'eval/recall_weighted': 0.8604651162790697, 'split': 10, 'test/accuracy': 0.3333333333333333, 'test/f1_macro': 0.31603982589204266, 'test/f1_micro': 0.3333333333333333, 'test/f1_weighted': 0.32750532555052064, 'test/loss': 1.383179152229038, 'test/precision_macro': 0.31354645354645355, 'test/precision_micro': 0.3333333333333333, 'test/precision_weighted': 0.333056784485356, 'test/recall_macro': 0.33541666666666664, 'test/recall_micro': 0.3333333333333333, 'test/recall_weighted': 0.3333333333333333}","{'rf_max_depth': 8, 'trial.number': 18}",ethereal-moon-945,RandomForest,"['pre-trained:microsoft/codebert-base', 'preprocessed']"
