func_code_string,label,query,text
"public boolean copyTopicsToClipboard(final boolean cut, @Nonnull @MustNotContainNull final Topic... topics) {
    boolean result = false;

    if (this.lockIfNotDisposed()) {
      try {
        if (topics.length > 0) {
          final Clipboard clipboard = Toolkit.getDefaultToolkit().getSystemClipboard();
          clipboard.setContents(new MMDTopicsTransferable(topics), this);

          if (cut) {
            deleteTopics(true, ensureNoRootInArray(topics));
          }

          result = true;
        }
      } finally {
        this.unlock();
      }
    }

    return result;
  }",3,copy to clipboard,"copy to clipboard<CODESPLIT>public boolean copyTopicsToClipboard(final boolean cut, @Nonnull @MustNotContainNull final Topic... topics) {     boolean result = false;      if (this.lockIfNotDisposed()) {       try {         if (topics.length > 0) {           final Clipboard clipboard = Toolkit.getDefaultToolkit().getSystemClipboard();           clipboard.setContents(new MMDTopicsTransferable(topics), this);            if (cut) {             deleteTopics(true, ensureNoRootInArray(topics));           }            result = true;         }       } finally {         this.unlock();       }     }      return result;   }"
"public void scalarMultiply(double c)
    {
        int m = rows;
        int n = cols;
        for (int i = 0; i < m; i++)
        {
            for (int j = 0; j < n; j++)
            {
                consumer.set(i, j, c * supplier.get(i, j));
            }
        }
    }",0,matrix multiply,"matrix multiply<CODESPLIT>public void scalarMultiply(double c)     {         int m = rows;         int n = cols;         for (int i = 0; i < m; i++)         {             for (int j = 0; j < n; j++)             {                 consumer.set(i, j, c * supplier.get(i, j));             }         }     }"
"public static String[] split(final String src, final String delimiter) {
		int maxparts = (src.length() / delimiter.length()) + 2;		// one more for the last
		int[] positions = new int[maxparts];
		int dellen = delimiter.length();

		int i, j = 0;
		int count = 0;
		positions[0] = - dellen;
		while ((i = src.indexOf(delimiter, j)) != -1) {
			count++;
			positions[count] = i;
			j = i + dellen;
		}
		count++;
		positions[count] = src.length();

		String[] result = new String[count];

		for (i = 0; i < count; i++) {
			result[i] = src.substring(positions[i] + dellen, positions[i + 1]);
		}
		return result;
	}",1,positions of substrings in string,"positions of substrings in string<CODESPLIT>public static String[] split(final String src, final String delimiter) { 		int maxparts = (src.length() / delimiter.length()) + 2;		// one more for the last 		int[] positions = new int[maxparts]; 		int dellen = delimiter.length();  		int i, j = 0; 		int count = 0; 		positions[0] = - dellen; 		while ((i = src.indexOf(delimiter, j)) != -1) { 			count++; 			positions[count] = i; 			j = i + dellen; 		} 		count++; 		positions[count] = src.length();  		String[] result = new String[count];  		for (i = 0; i < count; i++) { 			result[i] = src.substring(positions[i] + dellen, positions[i + 1]); 		} 		return result; 	}"
"@SuppressWarnings(""unchecked"")
    public final T[] filter(final T[] objects) {
        final Collection<T> filtered = filter(Arrays.asList(objects));
        try {
            return filtered.toArray((T[]) Array.newInstance(objects
                    .getClass(), filtered.size()));
        } catch (ArrayStoreException ase) {
            Logger log = LoggerFactory.getLogger(Filter.class);
            log.warn(""Error converting to array - using default approach"", ase);
        }
        return (T[]) filtered.toArray();
    }",2,filter array,"filter array<CODESPLIT>@SuppressWarnings(""unchecked"")     public final T[] filter(final T[] objects) {         final Collection<T> filtered = filter(Arrays.asList(objects));         try {             return filtered.toArray((T[]) Array.newInstance(objects                     .getClass(), filtered.size()));         } catch (ArrayStoreException ase) {             Logger log = LoggerFactory.getLogger(Filter.class);             log.warn(""Error converting to array - using default approach"", ase);         }         return (T[]) filtered.toArray();     }"
"public static <T> T[] filter(T array[], Filter<T> filter){
        List<T> filteredList = new ArrayList<T>(array.length);
        for(T element: array){
            if(filter.select(element))
                filteredList.add(element);
        }
        @SuppressWarnings(""unchecked"")
        T filteredArray[] = (T[])Array.newInstance(array.getClass().getComponentType(), filteredList.size());
        return filteredList.toArray(filteredArray);
    }",3,filter array,"filter array<CODESPLIT>public static <T> T[] filter(T array[], Filter<T> filter){         List<T> filteredList = new ArrayList<T>(array.length);         for(T element: array){             if(filter.select(element))                 filteredList.add(element);         }         @SuppressWarnings(""unchecked"")         T filteredArray[] = (T[])Array.newInstance(array.getClass().getComponentType(), filteredList.size());         return filteredList.toArray(filteredArray);     }"
"public static LocalLongitude getInstance(double longitude, double latitude)
    {
        if (Math.abs(longitude) < 179)
        {
            return new LocalLongitude(latitude);
        }
        else
        {
            return new PacificLongitude(latitude);
        }
    }",0,extract latitude and longitude from given input,"extract latitude and longitude from given input<CODESPLIT>public static LocalLongitude getInstance(double longitude, double latitude)     {         if (Math.abs(longitude) < 179)         {             return new LocalLongitude(latitude);         }         else         {             return new PacificLongitude(latitude);         }     }"
"static void readWmoXmlTableB(InputStream ios, TableB b) throws IOException {
    org.jdom2.Document doc;
    try {
      SAXBuilder builder = new SAXBuilder();
      doc = builder.build(ios);
    } catch (JDOMException e) {
      throw new IOException(e.getMessage());
    }

    Element root = doc.getRootElement();

    String[] elems = null;
    for (Version v : Version.values()) {
      elems = v.getElemNamesB();
      List<Element> featList = root.getChildren(elems[0]);
      if (featList != null && featList.size() > 0) {
        break;
      }
    }

    // if not found using element name, assume its BUFR_WMO
    if (elems == null) {
      elems = Version.BUFR_WMO.getElemNamesB();
    }

    List<Element> featList = root.getChildren();
    for (Element elem : featList) {
      Element ce = elem.getChild(elems[1]);
      if (ce == null) continue;

      String name = Util.cleanName(elem.getChildTextNormalize(elems[1]));
      String units = cleanUnit(elem.getChildTextNormalize(""BUFR_Unit""));
      int x = 0, y = 0, scale = 0, reference = 0, width = 0;

      String fxy = null;
      String s = null;
      try {
        fxy = elem.getChildTextNormalize(""FXY"");
        int xy = Integer.parseInt(cleanNumber(fxy));
        x = xy / 1000;
        y = xy % 1000;

      } catch (NumberFormatException e) {
        System.out.printf("" key %s name '%s' fails parsing %n"", fxy, name);
      }

      try {
        s = elem.getChildTextNormalize(""BUFR_Scale"");
        scale = Integer.parseInt(cleanNumber(s));
      } catch (NumberFormatException e) {
        System.out.printf("" key %s name '%s' has bad scale='%s'%n"", fxy, name, s);
      }

      try {
        s = elem.getChildTextNormalize(""BUFR_ReferenceValue"");
        reference = Integer.parseInt(cleanNumber(s));
      } catch (NumberFormatException e) {
        System.out.printf("" key %s name '%s' has bad reference='%s' %n"", fxy, name, s);
      }

      try {
        s = elem.getChildTextNormalize(""BUFR_DataWidth_Bits"");
        width = Integer.parseInt(cleanNumber(s));
      } catch (NumberFormatException e) {
        System.out.printf("" key %s name '%s' has bad width='%s' %n"", fxy, name, s);
      }

      b.addDescriptor((short) x, (short) y, scale, reference, width, name, units, null);
    }
    ios.close();
  }",1,reading element from html - <td>,"reading element from html - <td><CODESPLIT>static void readWmoXmlTableB(InputStream ios, TableB b) throws IOException {     org.jdom2.Document doc;     try {       SAXBuilder builder = new SAXBuilder();       doc = builder.build(ios);     } catch (JDOMException e) {       throw new IOException(e.getMessage());     }      Element root = doc.getRootElement();      String[] elems = null;     for (Version v : Version.values()) {       elems = v.getElemNamesB();       List<Element> featList = root.getChildren(elems[0]);       if (featList != null && featList.size() > 0) {         break;       }     }      // if not found using element name, assume its BUFR_WMO     if (elems == null) {       elems = Version.BUFR_WMO.getElemNamesB();     }      List<Element> featList = root.getChildren();     for (Element elem : featList) {       Element ce = elem.getChild(elems[1]);       if (ce == null) continue;        String name = Util.cleanName(elem.getChildTextNormalize(elems[1]));       String units = cleanUnit(elem.getChildTextNormalize(""BUFR_Unit""));       int x = 0, y = 0, scale = 0, reference = 0, width = 0;        String fxy = null;       String s = null;       try {         fxy = elem.getChildTextNormalize(""FXY"");         int xy = Integer.parseInt(cleanNumber(fxy));         x = xy / 1000;         y = xy % 1000;        } catch (NumberFormatException e) {         System.out.printf("" key %s name '%s' fails parsing %n"", fxy, name);       }        try {         s = elem.getChildTextNormalize(""BUFR_Scale"");         scale = Integer.parseInt(cleanNumber(s));       } catch (NumberFormatException e) {         System.out.printf("" key %s name '%s' has bad scale='%s'%n"", fxy, name, s);       }        try {         s = elem.getChildTextNormalize(""BUFR_ReferenceValue"");         reference = Integer.parseInt(cleanNumber(s));       } catch (NumberFormatException e) {         System.out.printf("" key %s name '%s' has bad reference='%s' %n"", fxy, name, s);       }        try {         s = elem.getChildTextNormalize(""BUFR_DataWidth_Bits"");         width = Integer.parseInt(cleanNumber(s));       } catch (NumberFormatException e) {         System.out.printf("" key %s name '%s' has bad width='%s' %n"", fxy, name, s);       }        b.addDescriptor((short) x, (short) y, scale, reference, width, name, units, null);     }     ios.close();   }"
"public static IntStreamEx of(Random random, int randomNumberOrigin, int randomNumberBound) {
        return seq(random.ints(randomNumberOrigin, randomNumberBound));
    }",2,how to randomly pick a number,"how to randomly pick a number<CODESPLIT>public static IntStreamEx of(Random random, int randomNumberOrigin, int randomNumberBound) {         return seq(random.ints(randomNumberOrigin, randomNumberBound));     }"
"protected void selectCheckbox(PageElement element, String valueKeyOrKey, Map<String, Boolean> values) throws TechnicalException, FailureException {
        final String valueKey = Context.getValue(valueKeyOrKey) != null ? Context.getValue(valueKeyOrKey) : valueKeyOrKey;
        try {
            final WebElement webElement = Context.waitUntil(ExpectedConditions.elementToBeClickable(Utilities.getLocator(element)));
            Boolean checkboxValue = values.get(valueKey);
            if (checkboxValue == null) {
                checkboxValue = values.get(""Default"");
            }
            if (webElement.isSelected() != checkboxValue.booleanValue()) {
                webElement.click();
            }
        } catch (final Exception e) {
            new Result.Failure<>(e.getMessage(), Messages.format(Messages.getMessage(Messages.FAIL_MESSAGE_UNABLE_TO_CHECK_ELEMENT), element, element.getPage().getApplication()), true,
                    element.getPage().getCallBack());
        }
    }",3,how to make the checkbox checked,"how to make the checkbox checked<CODESPLIT>protected void selectCheckbox(PageElement element, String valueKeyOrKey, Map<String, Boolean> values) throws TechnicalException, FailureException {         final String valueKey = Context.getValue(valueKeyOrKey) != null ? Context.getValue(valueKeyOrKey) : valueKeyOrKey;         try {             final WebElement webElement = Context.waitUntil(ExpectedConditions.elementToBeClickable(Utilities.getLocator(element)));             Boolean checkboxValue = values.get(valueKey);             if (checkboxValue == null) {                 checkboxValue = values.get(""Default"");             }             if (webElement.isSelected() != checkboxValue.booleanValue()) {                 webElement.click();             }         } catch (final Exception e) {             new Result.Failure<>(e.getMessage(), Messages.format(Messages.getMessage(Messages.FAIL_MESSAGE_UNABLE_TO_CHECK_ELEMENT), element, element.getPage().getApplication()), true,                     element.getPage().getCallBack());         }     }"
"public int getCoverage1(){
		if ( myResultsSimilarity1 < 0 ) {
			int distance = ca1Length + ca2Length - 2 * getNrEQR();

			int similarity = (ca1Length + ca2Length - distance ) / 2;

			myResultsSimilarity1 = Math.round(similarity /(float) ca1Length * 100);
		}
		return myResultsSimilarity1;
	}",0,string similarity levenshtein,string similarity levenshtein<CODESPLIT>public int getCoverage1(){ 		if ( myResultsSimilarity1 < 0 ) { 			int distance = ca1Length + ca2Length - 2 * getNrEQR();  			int similarity = (ca1Length + ca2Length - distance ) / 2;  			myResultsSimilarity1 = Math.round(similarity /(float) ca1Length * 100); 		} 		return myResultsSimilarity1; 	}
"public static void sort(List list, Sort... sorts) {
        Sort.sorts(sorts).sort(list);
    }",1,sort string list,"sort string list<CODESPLIT>public static void sort(List list, Sort... sorts) {         Sort.sorts(sorts).sort(list);     }"
"static
	public double probability(ContinuousDistribution distribution, Number x){

		if(distribution instanceof GaussianDistribution){
			return probability((GaussianDistribution)distribution, x);
		} else

		if(distribution instanceof PoissonDistribution){
			return probability((PoissonDistribution)distribution, x);
		}

		throw new UnsupportedElementException(distribution);
	}",2,normal distribution,"normal distribution<CODESPLIT>static 	public double probability(ContinuousDistribution distribution, Number x){  		if(distribution instanceof GaussianDistribution){ 			return probability((GaussianDistribution)distribution, x); 		} else  		if(distribution instanceof PoissonDistribution){ 			return probability((PoissonDistribution)distribution, x); 		}  		throw new UnsupportedElementException(distribution); 	}"
"public static String format(Date date, String format)
	{
		Parameters.checkNotNull(date);
		return new SimpleDateFormat(format).format(date);
	}",3,format date,"format date<CODESPLIT>public static String format(Date date, String format) 	{ 		Parameters.checkNotNull(date); 		return new SimpleDateFormat(format).format(date); 	}"
"private static String numToString(int num, int width) {
        String str = Integer.toString(num);
        int len = str.length();
        if (len >= width) {
            return str.substring(len - width, len);
        }
        StringBuilder sb = new StringBuilder(width);
        for (int i = len; i < width; i++) {
            sb.append('0');
        }
        sb.append(str);
        return sb.toString();
    }",0,convert string to number,"convert string to number<CODESPLIT>private static String numToString(int num, int width) {         String str = Integer.toString(num);         int len = str.length();         if (len >= width) {             return str.substring(len - width, len);         }         StringBuilder sb = new StringBuilder(width);         for (int i = len; i < width; i++) {             sb.append('0');         }         sb.append(str);         return sb.toString();     }"
"@SuppressWarnings(""Duplicates"")
    public static void main(String[] args) {
        // init logging
        PropertyConfigurator.configure(
                Is24CsvWritingExample.class.getResource(PACKAGE + ""/log4j.properties""));

        // create some CSV records
        List<Is24CsvRecord> records = new ArrayList<>();
        records.add(createHausKaufRecord());
        records.add(createHausKaufRecord());
        records.add(createWohnungMieteRecord());
        records.add(createWohnungMieteRecord());

        // write CSV records into a java.io.File
        try {
            write(records, File.createTempFile(""output-"", "".csv""));
        } catch (IOException ex) {
            LOGGER.error(""Can't create temporary file!"");
            LOGGER.error(""> "" + ex.getLocalizedMessage(), ex);
            System.exit(1);
        }

        // write CSV records into a java.io.OutputStream
        write(records, new NullOutputStream());

        // write CSV records into a java.io.Writer
        write(records, new NullWriter());

        // write CSV records into a string and send it to the console
        writeToConsole(records);
    }",1,write csv,"write csv<CODESPLIT>@SuppressWarnings(""Duplicates"")     public static void main(String[] args) {         // init logging         PropertyConfigurator.configure(                 Is24CsvWritingExample.class.getResource(PACKAGE + ""/log4j.properties""));          // create some CSV records         List<Is24CsvRecord> records = new ArrayList<>();         records.add(createHausKaufRecord());         records.add(createHausKaufRecord());         records.add(createWohnungMieteRecord());         records.add(createWohnungMieteRecord());          // write CSV records into a java.io.File         try {             write(records, File.createTempFile(""output-"", "".csv""));         } catch (IOException ex) {             LOGGER.error(""Can't create temporary file!"");             LOGGER.error(""> "" + ex.getLocalizedMessage(), ex);             System.exit(1);         }          // write CSV records into a java.io.OutputStream         write(records, new NullOutputStream());          // write CSV records into a java.io.Writer         write(records, new NullWriter());          // write CSV records into a string and send it to the console         writeToConsole(records);     }"
"public static double similarLevenshtein(String s1, String s2) {
        if (s1.equals(s2)) {
            return 1.0;
        }

        // Make sure s1 is the longest string
        if (s1.length() < s2.length()) {
            String swap = s1;
            s1 = s2;
            s2 = swap;
        }

        int bigLength = s1.length();
        return (bigLength - StringUtils.getLevenshteinDistance(s2, s1)) / (double) bigLength;
    }",2,string similarity levenshtein,"string similarity levenshtein<CODESPLIT>public static double similarLevenshtein(String s1, String s2) {         if (s1.equals(s2)) {             return 1.0;         }          // Make sure s1 is the longest string         if (s1.length() < s2.length()) {             String swap = s1;             s1 = s2;             s2 = swap;         }          int bigLength = s1.length();         return (bigLength - StringUtils.getLevenshteinDistance(s2, s1)) / (double) bigLength;     }"
"public static <A> A[] arrayFilter(A[] arr, Predicate<A> accept) {
		if (arr == null || arr.length == 0)
			return arr;
		A[] accepted = newArray(arr, arr.length);
		int j = 0;
		for (int i = 0; i < arr.length; i++)
			if (accept.test(arr[i]))
				accepted[j++] = arr[i];
		return j == arr.length ? arr : copyOf(accepted, j);
	}",3,filter array,"filter array<CODESPLIT>public static <A> A[] arrayFilter(A[] arr, Predicate<A> accept) { 		if (arr == null || arr.length == 0) 			return arr; 		A[] accepted = newArray(arr, arr.length); 		int j = 0; 		for (int i = 0; i < arr.length; i++) 			if (accept.test(arr[i])) 				accepted[j++] = arr[i]; 		return j == arr.length ? arr : copyOf(accepted, j); 	}"
"private Object readNewArray(boolean unshared) throws OptionalDataException,
            ClassNotFoundException, IOException {
        ObjectStreamClass classDesc = readClassDesc();

        if (classDesc == null) {
            throw missingClassDescriptor();
        }

        int newHandle = nextHandle();

        // Array size
        int size = input.readInt();
        Class<?> arrayClass = classDesc.forClass();
        Class<?> componentType = arrayClass.getComponentType();
        Object result = Array.newInstance(componentType, size);

        registerObjectRead(result, newHandle, unshared);

        // Now we have code duplication just because Java is typed. We have to
        // read N elements and assign to array positions, but we must typecast
        // the array first, and also call different methods depending on the
        // elements.
        if (componentType.isPrimitive()) {
            if (componentType == int.class) {
                int[] intArray = (int[]) result;
                for (int i = 0; i < size; i++) {
                    intArray[i] = input.readInt();
                }
            } else if (componentType == byte.class) {
                byte[] byteArray = (byte[]) result;
                input.readFully(byteArray, 0, size);
            } else if (componentType == char.class) {
                char[] charArray = (char[]) result;
                for (int i = 0; i < size; i++) {
                    charArray[i] = input.readChar();
                }
            } else if (componentType == short.class) {
                short[] shortArray = (short[]) result;
                for (int i = 0; i < size; i++) {
                    shortArray[i] = input.readShort();
                }
            } else if (componentType == boolean.class) {
                boolean[] booleanArray = (boolean[]) result;
                for (int i = 0; i < size; i++) {
                    booleanArray[i] = input.readBoolean();
                }
            } else if (componentType == long.class) {
                long[] longArray = (long[]) result;
                for (int i = 0; i < size; i++) {
                    longArray[i] = input.readLong();
                }
            } else if (componentType == float.class) {
                float[] floatArray = (float[]) result;
                for (int i = 0; i < size; i++) {
                    floatArray[i] = input.readFloat();
                }
            } else if (componentType == double.class) {
                double[] doubleArray = (double[]) result;
                for (int i = 0; i < size; i++) {
                    doubleArray[i] = input.readDouble();
                }
            } else {
                throw new ClassNotFoundException(""Wrong base type in "" + classDesc.getName());
            }
        } else {
            // Array of Objects
            Object[] objectArray = (Object[]) result;
            for (int i = 0; i < size; i++) {
                // TODO: This place is the opportunity for enhancement
                //      We can implement writing elements through fast-path,
                //      without setting up the context (see readObject()) for
                //      each element with public API
                objectArray[i] = readObject();
            }
        }
        if (enableResolve) {
            result = resolveObject(result);
            registerObjectRead(result, newHandle, false);
        }
        return result;
    }",0,readonly array,"readonly array<CODESPLIT>private Object readNewArray(boolean unshared) throws OptionalDataException,             ClassNotFoundException, IOException {         ObjectStreamClass classDesc = readClassDesc();          if (classDesc == null) {             throw missingClassDescriptor();         }          int newHandle = nextHandle();          // Array size         int size = input.readInt();         Class<?> arrayClass = classDesc.forClass();         Class<?> componentType = arrayClass.getComponentType();         Object result = Array.newInstance(componentType, size);          registerObjectRead(result, newHandle, unshared);          // Now we have code duplication just because Java is typed. We have to         // read N elements and assign to array positions, but we must typecast         // the array first, and also call different methods depending on the         // elements.         if (componentType.isPrimitive()) {             if (componentType == int.class) {                 int[] intArray = (int[]) result;                 for (int i = 0; i < size; i++) {                     intArray[i] = input.readInt();                 }             } else if (componentType == byte.class) {                 byte[] byteArray = (byte[]) result;                 input.readFully(byteArray, 0, size);             } else if (componentType == char.class) {                 char[] charArray = (char[]) result;                 for (int i = 0; i < size; i++) {                     charArray[i] = input.readChar();                 }             } else if (componentType == short.class) {                 short[] shortArray = (short[]) result;                 for (int i = 0; i < size; i++) {                     shortArray[i] = input.readShort();                 }             } else if (componentType == boolean.class) {                 boolean[] booleanArray = (boolean[]) result;                 for (int i = 0; i < size; i++) {                     booleanArray[i] = input.readBoolean();                 }             } else if (componentType == long.class) {                 long[] longArray = (long[]) result;                 for (int i = 0; i < size; i++) {                     longArray[i] = input.readLong();                 }             } else if (componentType == float.class) {                 float[] floatArray = (float[]) result;                 for (int i = 0; i < size; i++) {                     floatArray[i] = input.readFloat();                 }             } else if (componentType == double.class) {                 double[] doubleArray = (double[]) result;                 for (int i = 0; i < size; i++) {                     doubleArray[i] = input.readDouble();                 }             } else {                 throw new ClassNotFoundException(""Wrong base type in "" + classDesc.getName());             }         } else {             // Array of Objects             Object[] objectArray = (Object[]) result;             for (int i = 0; i < size; i++) {                 // TODO: This place is the opportunity for enhancement                 //      We can implement writing elements through fast-path,                 //      without setting up the context (see readObject()) for                 //      each element with public API                 objectArray[i] = readObject();             }         }         if (enableResolve) {             result = resolveObject(result);             registerObjectRead(result, newHandle, false);         }         return result;     }"
"@SuppressWarnings(""Duplicates"")
    public static void main(String[] args) {
        // init logging
        PropertyConfigurator.configure(
                IdxWritingExample.class.getResource(PACKAGE + ""/log4j.properties""));

        // create some CSV records
        List<IdxRecord> records = new ArrayList<>();
        records.add(createRecord());
        records.add(createRecord());
        records.add(createRecord());
        records.add(createRecord());

        // write CSV records into a java.io.File
        try {
            write(records, File.createTempFile(""output-"", "".csv""));
        } catch (IOException ex) {
            LOGGER.error(""Can't create temporary file!"");
            LOGGER.error(""> "" + ex.getLocalizedMessage(), ex);
            System.exit(1);
        }

        // write CSV records into a java.io.OutputStream
        write(records, new NullOutputStream());

        // write CSV records into a java.io.Writer
        write(records, new NullWriter());

        // write CSV records into a string and send it to the console
        writeToConsole(records);
    }",1,write csv,"write csv<CODESPLIT>@SuppressWarnings(""Duplicates"")     public static void main(String[] args) {         // init logging         PropertyConfigurator.configure(                 IdxWritingExample.class.getResource(PACKAGE + ""/log4j.properties""));          // create some CSV records         List<IdxRecord> records = new ArrayList<>();         records.add(createRecord());         records.add(createRecord());         records.add(createRecord());         records.add(createRecord());          // write CSV records into a java.io.File         try {             write(records, File.createTempFile(""output-"", "".csv""));         } catch (IOException ex) {             LOGGER.error(""Can't create temporary file!"");             LOGGER.error(""> "" + ex.getLocalizedMessage(), ex);             System.exit(1);         }          // write CSV records into a java.io.OutputStream         write(records, new NullOutputStream());          // write CSV records into a java.io.Writer         write(records, new NullWriter());          // write CSV records into a string and send it to the console         writeToConsole(records);     }"
"public void addScatterPlot(String scatterID, String xAxisLabel, String yAxisLabel) throws ShanksException {
        if (!this.timeCharts.containsKey(scatterID)) {
            ScatterPlotGenerator scatter = new ScatterPlotGenerator();
            scatter.setTitle(scatterID);
            scatter.setXAxisLabel(xAxisLabel);
            scatter.setYAxisLabel(yAxisLabel);
            this.scatterPlots.put(scatterID, scatter);
        } else {
            throw new DuplicatedChartIDException(scatterID);
        }
    }",2,scatter plot,"scatter plot<CODESPLIT>public void addScatterPlot(String scatterID, String xAxisLabel, String yAxisLabel) throws ShanksException {         if (!this.timeCharts.containsKey(scatterID)) {             ScatterPlotGenerator scatter = new ScatterPlotGenerator();             scatter.setTitle(scatterID);             scatter.setXAxisLabel(xAxisLabel);             scatter.setYAxisLabel(yAxisLabel);             this.scatterPlots.put(scatterID, scatter);         } else {             throw new DuplicatedChartIDException(scatterID);         }     }"
"private void init(final int var) {
        // creates and/or resizes the initializations array if necessary
        if (initializations == null) {
            initializations = new int[2];
        }
        int n = initializations.length;
        if (initializationCount >= n) {
            int[] t = new int[Math.max(initializationCount + 1, 2 * n)];
            System.arraycopy(initializations, 0, t, 0, n);
            initializations = t;
        }
        // stores the type to be initialized
        initializations[initializationCount++] = var;
    }",3,initializing array,"initializing array<CODESPLIT>private void init(final int var) {         // creates and/or resizes the initializations array if necessary         if (initializations == null) {             initializations = new int[2];         }         int n = initializations.length;         if (initializationCount >= n) {             int[] t = new int[Math.max(initializationCount + 1, 2 * n)];             System.arraycopy(initializations, 0, t, 0, n);             initializations = t;         }         // stores the type to be initialized         initializations[initializationCount++] = var;     }"
"public void setExternalArrayData(ExternalArrayData array)
    {
        externalData = array;

        if (array == null) {
            delete(""length"");
        } else {
            // Define ""length"" to return whatever length the List gives us.
            defineProperty(""length"", null,
                           GET_ARRAY_LENGTH, null, READONLY | DONTENUM);
        }
    }",0,readonly array,"readonly array<CODESPLIT>public void setExternalArrayData(ExternalArrayData array)     {         externalData = array;          if (array == null) {             delete(""length"");         } else {             // Define ""length"" to return whatever length the List gives us.             defineProperty(""length"", null,                            GET_ARRAY_LENGTH, null, READONLY | DONTENUM);         }     }"
"public Matrix multiply (final float k)
  {
    final float pv[][] = new float [m_nRows] [m_nCols]; // product values

    // Compute values of the product.
    for (int r = 0; r < m_nRows; ++r)
    {
      for (int c = 0; c < m_nCols; ++c)
      {
        pv[r][c] = k * m_aValues[r][c];
      }
    }

    return new Matrix (pv);
  }",1,matrix multiply,matrix multiply<CODESPLIT>public Matrix multiply (final float k)   {     final float pv[][] = new float [m_nRows] [m_nCols]; // product values      // Compute values of the product.     for (int r = 0; r < m_nRows; ++r)     {       for (int c = 0; c < m_nCols; ++c)       {         pv[r][c] = k * m_aValues[r][c];       }     }      return new Matrix (pv);   }
"public static Properties readPropertiesFromFile(String _fileName, Properties _props) {
        Properties props = _props == null ? new Properties() : _props;

        LOGGER.debug(""Trying to read properties from file: "" + _fileName);
        Properties newProperties = readProperties(new File(_fileName));
        if (newProperties != null) {
            LOGGER.debug(""Successfully read properties from file: "" + _fileName);
            props.putAll(newProperties);
        }

        return props;
    }",2,read properties file,"read properties file<CODESPLIT>public static Properties readPropertiesFromFile(String _fileName, Properties _props) {         Properties props = _props == null ? new Properties() : _props;          LOGGER.debug(""Trying to read properties from file: "" + _fileName);         Properties newProperties = readProperties(new File(_fileName));         if (newProperties != null) {             LOGGER.debug(""Successfully read properties from file: "" + _fileName);             props.putAll(newProperties);         }          return props;     }"
"public int randomChooseFromDistribution(double... probs) {
		int result = -1;
		int[] range = new int[probs.length];
		double accuracy = 1000;
		int total = 0;

		for (int i = 0; i < probs.length; i++) {
			range[i] = (int) (probs[i] * accuracy);
			total += range[i];
		}

		int randNum = (int) (rng.nextDouble() * total);
		for (int i = 0; i < range.length; i++) {
			randNum -= range[i];
			if (randNum <= 0) {
				result = i;
				break;
			}
		}
		return result;
	}",3,how to randomly pick a number,how to randomly pick a number<CODESPLIT>public int randomChooseFromDistribution(double... probs) { 		int result = -1; 		int[] range = new int[probs.length]; 		double accuracy = 1000; 		int total = 0;  		for (int i = 0; i < probs.length; i++) { 			range[i] = (int) (probs[i] * accuracy); 			total += range[i]; 		}  		int randNum = (int) (rng.nextDouble() * total); 		for (int i = 0; i < range.length; i++) { 			randNum -= range[i]; 			if (randNum <= 0) { 				result = i; 				break; 			} 		} 		return result; 	}
"public static File convertPdf2Tiff(File inputPdfFile) throws IOException {
        if (PDFBOX.equals(System.getProperty(PDF_LIBRARY))) {
            return PdfBoxUtilities.convertPdf2Tiff(inputPdfFile);
        } else {
            try {
                return PdfGsUtilities.convertPdf2Tiff(inputPdfFile);
            } catch (Exception e) {
                System.setProperty(PDF_LIBRARY, PDFBOX);
                return convertPdf2Tiff(inputPdfFile);
            }
        }
    }",0,convert html to pdf,"convert html to pdf<CODESPLIT>public static File convertPdf2Tiff(File inputPdfFile) throws IOException {         if (PDFBOX.equals(System.getProperty(PDF_LIBRARY))) {             return PdfBoxUtilities.convertPdf2Tiff(inputPdfFile);         } else {             try {                 return PdfGsUtilities.convertPdf2Tiff(inputPdfFile);             } catch (Exception e) {                 System.setProperty(PDF_LIBRARY, PDFBOX);                 return convertPdf2Tiff(inputPdfFile);             }         }     }"
